id,document_name,link,findspot,scribe,palmprint,chronology,museum_inventory_number,signs,words
1,KN Nc 4470[+]5109,https://liber.cnr.it/tablet/view/1,(L) Arsenal,133,,LM III A2,Herakleion M. 1600 [+] 1604,4,1
3,KN Nc 4474+frr.(3),https://liber.cnr.it/tablet/view/3,(L) Arsenal,133,,LM III A2,Herakleion M. 1458,6,3
4,KN Nc 4475,https://liber.cnr.it/tablet/view/4,(L) Arsenal,133?,,LM III A2,Herakleion M.,2,1
5,KN Nc 4479,https://liber.cnr.it/tablet/view/5,(L) Arsenal,133,,LM III A2,Herakleion M. 1451,5,4
6,KN Nc 4480+8252,https://liber.cnr.it/tablet/view/6,(L) Arsenal,133,,LM III A2,Herakleion M. 1467,4,2
9,KN Nc 4484[+]4488+fr.,https://liber.cnr.it/tablet/view/9,(L) Arsenal,133,,LM III A2,Herakleion M. 1471 [+] 1567,13,5
10,KN Nc 4485,https://liber.cnr.it/tablet/view/10,(L) Arsenal,133,,LM III A2,Herakleion M. 1585,3,1
11,KN Nc 4489+8185+8188+fr.,https://liber.cnr.it/tablet/view/11,(L) Arsenal,133,,LM III A2,Herakleion M. 1576 + 1580 + 1587,6,2
12,KN Nc 4490+5099,https://liber.cnr.it/tablet/view/12,(L) Arsenal,133,,LM III A2,Herakleion M. 1473 + 1562,5,3
224,KN Og 7443,https://liber.cnr.it/tablet/view/224,,,,,,Herakleion M.,2,2
225,KN Og 7504+7844,https://liber.cnr.it/tablet/view/225,,,,,,Herakleion M.,8,5
227,KN Og(2) 8150,https://liber.cnr.it/tablet/view/227,"(L) Arsenal (near) Minos 33-34, p. 115; Minos 35-36, p. 144, 256 (ex —)","Minos 33-34, p. 115; Minos 35-36, p. 144, 256 (ex —)",,,LM III A2,Herakleion M.,7,6
228,KN Og 8466,https://liber.cnr.it/tablet/view/228,,,,,,Herakleion M.,2,2
229,KN Og 9679,https://liber.cnr.it/tablet/view/229,,,,,,Herakleion M.,3,3
230,KN Og 9681,https://liber.cnr.it/tablet/view/230,,,,,,Herakleion M.,5,5
231,KN Og 9776,https://liber.cnr.it/tablet/view/231,,,,,,Herakleion M.,2,2
232,KN Og 9886,https://liber.cnr.it/tablet/view/232,,,,,,Herakleion M.,1,1
233,KN Og(1) 8038,https://liber.cnr.it/tablet/view/233,,,124,,,Herakleion M.,4,4
234,KN Pp 493+500+5813,https://liber.cnr.it/tablet/view/234,(F7a) W. Magazine VIII (S.E. Corner),119,,LM III A2,Herakleion M. 300 + 1111 [+ μικρόν άγραφον (noted)],7,3
235,KN Pp 494+7448,https://liber.cnr.it/tablet/view/235,(F7a) W. Magazine VIII (S.E. Corner),119,,LM III A2,Herakleion M. 300,9,4
236,KN Pp 495,https://liber.cnr.it/tablet/view/236,(F7a) W. Magazine VIII (S.E. Corner),119,,LM III A2,Herakleion M. 300,7,4
237,KN Pp 496,https://liber.cnr.it/tablet/view/237,(F7a) W. Magazine VIII (S.E. Corner),119,,LM III A2,Herakleion M. 300,7,4
238,KN Pp 497+fr.,https://liber.cnr.it/tablet/view/238,(F7a) W. Magazine VIII (S.E. Corner),119,,LM III A2,Herakleion M. 300,4,3
239,KN Pp 498,https://liber.cnr.it/tablet/view/239,(F7a) W. Magazine VIII (S.E. Corner),119,,LM III A2,Herakleion M. 300,14,7
240,KN Pp 499,https://liber.cnr.it/tablet/view/240,(F7a) W. Magazine VIII (S.E. Corner),119,,LM III A2,Herakleion M. 300,4,3
241,KN Pp 1818 (= 499 bis),https://liber.cnr.it/tablet/view/241,"— Minos 35-36, p. 215 (ex F7a)","Minos 35-36, p. 215 (ex F7a)",119,,,Herakleion M.,1,1
243,KN Pp 1819 (= 499 ter),https://liber.cnr.it/tablet/view/243,"— Minos 35-36, p. 215 (ex F7a)","Minos 35-36, p. 215 (ex F7a)",119,,,Herakleion M.,1,1
244,KN R 1562+1563,https://liber.cnr.it/tablet/view/244,"— Minos 31-32, p. 63 (ex J3)","Minos 31-32, p. 63 (ex J3)",,,,Herakleion M.,4,3
245,KN R 1815+fr. (= 4481 bis),https://liber.cnr.it/tablet/view/245,(L) Arsenal,,,LM III A2,Herakleion M. 1455,9,5
246,KN R 4482,https://liber.cnr.it/tablet/view/246,(L) Arsenal,,,LM III A2,Herakleion M.,4,4
248,KN Ra(2) 984+fr.,https://liber.cnr.it/tablet/view/248,(I3) Area of Bull Relief,127,,LM III A2,Herakleion M. 506,22,8
249,KN Ra(2) 1028+9040+10014+frr.(9),https://liber.cnr.it/tablet/view/249,(I3) Area of Bull Relief,127,,LM III A2,Herakleion M. 518,14,6
250,KN Ra(1) 1540,https://liber.cnr.it/tablet/view/250,(J3) Corridor of Sword Tablets,126,,LM III A2,Ashmolean M. 1938.706,7,4
251,KN Ra(1) 1541,https://liber.cnr.it/tablet/view/251,(J3) Corridor of Sword Tablets,126,,LM III A2,Herakleion M. 560,14,5
252,KN Ra(1) 1542,https://liber.cnr.it/tablet/view/252,(J3) Corridor of Sword Tablets,126,,LM III A2,Herakleion M. 574,7,3
253,KN Ra(1) 1543+1560+1566,https://liber.cnr.it/tablet/view/253,(J3) Corridor of Sword Tablets,126,,LM III A2,Herakleion M.,16,5
254,KN Ra(1) 1544,https://liber.cnr.it/tablet/view/254,(J3) Corridor of Sword Tablets,126,,LM III A2,Herakleion M.,2,2
255,KN Ra(1) 1545,https://liber.cnr.it/tablet/view/255,(J3) Corridor of Sword Tablets,126,,LM III A2,Herakleion M.,8,2
256,KN Ra(1) 1546,https://liber.cnr.it/tablet/view/256,(J3) Corridor of Sword Tablets,126,,LM III A2,Herakleion M.,6,3
257,KN Ra(1) 1547,https://liber.cnr.it/tablet/view/257,(J3) Corridor of Sword Tablets,126,,LM III A2,Herakleion M.,6,2
258,KN Ra(1) 1548,https://liber.cnr.it/tablet/view/258,(J3) Corridor of Sword Tablets,126,,LM III A2,Herakleion M. 544,20,7
259,KN Ra(1) 1549,https://liber.cnr.it/tablet/view/259,(J3) Corridor of Sword Tablets,126,L zeta,LM III A2,Herakleion M.,8,3
260,KN Ra(1) 1550,https://liber.cnr.it/tablet/view/260,(J3) Corridor of Sword Tablets,126,,LM III A2,Herakleion M. 572,9,3
262,KN Ra(1) 1551,https://liber.cnr.it/tablet/view/262,(J3) Corridor of Sword Tablets,126,,LM III A2,Herakleion M. 570,12,3
263,KN Ra(1) 1552,https://liber.cnr.it/tablet/view/263,(J3) Corridor of Sword Tablets,126,L zeta,LM III A2,Herakleion M.,8,2
264,KN Ra(1) 1553,https://liber.cnr.it/tablet/view/264,(J3) Corridor of Sword Tablets,126,,LM III A2,Herakleion M.,9,3
265,KN Ra(1) 1554,https://liber.cnr.it/tablet/view/265,"(J3) Corridor of Sword Tablets Minos 31-32, p. 122 (ex J3?)","Minos 31-32, p. 122 (ex J3?)",126,,LM III A2,Herakleion M.,8,2
266,KN Ra(1) 1555,https://liber.cnr.it/tablet/view/266,"(J3) Corridor of Sword Tablets Minos 31-32, p. 122 (ex J3?)","Minos 31-32, p. 122 (ex J3?)",126,L zeta,LM III A2,Herakleion M.,6,2
267,KN Ra(1) 1556+1558,https://liber.cnr.it/tablet/view/267,"(J3) Corridor of Sword Tablets Minos 31-32, p. 122 (ex J3?)","Minos 31-32, p. 122 (ex J3?)",126,,LM III A2,Herakleion M.,9,3
268,KN Ra(1) 1557,https://liber.cnr.it/tablet/view/268,(J3) Corridor of Sword Tablets,126,,LM III A2,Herakleion M.,4,1
269,KN Ra(1) 1559,https://liber.cnr.it/tablet/view/269,(J3) Corridor of Sword Tablets,126,,LM III A2,Herakleion M.,7,2
270,KN Ra(1) 1814 (= 1547 bis),https://liber.cnr.it/tablet/view/270,"(J3) Corridor of Sword Tablets Minos 31-32, p. 122 (ex J3?)","Minos 31-32, p. 122 (ex J3?)",126,,LM III A2,Herakleion M.,2,2
271,KN Ra(2) 7498[+]fr.+10099,https://liber.cnr.it/tablet/view/271,— Box VII (N. Entrance),Box VII (N. Entrance),127,,,Herakleion M.,15,8
272,KN Ra(2) 7732,https://liber.cnr.it/tablet/view/272,,,127,,,Herakleion M.,6,2
273,KN Ra(2) 9682,https://liber.cnr.it/tablet/view/273,,,127,,,Herakleion M.,4,4
274,KN Ra(2) 9708,https://liber.cnr.it/tablet/view/274,,,127?,,,Herakleion M.,2,1
275,KN Sc(3) 103+5069+5145,https://liber.cnr.it/tablet/view/275,(C) Room of the Chariot Tablets,124-I,,LM II-III A,Herakleion M. 770 + 713 + 1216 (noted),9,6
276,KN Sc(2) 130+231,https://liber.cnr.it/tablet/view/276,(C) Room of the Chariot Tablets,124-G,,LM II-III A,Herakleion M. 777 + 227,10,8
277,KN Sc 135+5149,https://liber.cnr.it/tablet/view/277,(C) Room of the Chariot Tablets,124-β,,LM II-III A,Herakleion M. 775 + 721 (noted),6,3
279,KN Sc 217,https://liber.cnr.it/tablet/view/279,(C) Room of the Chariot Tablets,124-γ,,LM II-III A,Herakleion M. 223,12,9
280,KN Sc(1) 218,https://liber.cnr.it/tablet/view/280,(C) Room of the Chariot Tablets,124-F,,LM II-III A,Ashmolean M. 1938.489,3,3
281,KN Sc(5) 219,https://liber.cnr.it/tablet/view/281,(C) Room of the Chariot Tablets,124-S,,LM II-III A,Herakleion M. 1232,3,3
282,KN Sc(3) 220+fr.,https://liber.cnr.it/tablet/view/282,(C) Room of the Chariot Tablets,124-I,,LM II-III A,Herakleion M. 1205,4,4
283,KN Sc(3) 221+5147,https://liber.cnr.it/tablet/view/283,(C) Room of the Chariot Tablets,124-I,,LM II-III A,Herakleion M. 1210 + 714 (noted),6,6
284,KN Sc 222,https://liber.cnr.it/tablet/view/284,(C) Room of the Chariot Tablets,124-ε,Anonymos III,LM II-III A,Herakleion M. 228,8,6
285,KN Sc 223,https://liber.cnr.it/tablet/view/285,(C) Room of the Chariot Tablets,124-8,L beta,LM II-III A,Herakleion M. 229,4,4
286,KN Sc(4) 224+228,https://liber.cnr.it/tablet/view/286,(C) Room of the Chariot Tablets,124-M,,LM II-III A,Herakleion M. 1212 + 1224,8,6
287,KN Sc(1) 225,https://liber.cnr.it/tablet/view/287,(C) Room of the Chariot Tablets,124-F,,LM II-III A,Herakleion M. 231,6,6
288,KN Sc(3) 226,https://liber.cnr.it/tablet/view/288,(C) Room of the Chariot Tablets,124-I,,LM II-III A,Herakleion M. 220,13,9
289,KN Sc(4) 227,https://liber.cnr.it/tablet/view/289,(C) Room of the Chariot Tablets,124-M,,LM II-III A,Herakleion M. 732,5,5
290,KN Sc(4) 229,https://liber.cnr.it/tablet/view/290,(C) Room of the Chariot Tablets,124-M,,LM II-III A,Herakleion M. 1246,5,4
291,KN Sc(1) 230,https://liber.cnr.it/tablet/view/291,(C) Room of the Chariot Tablets,124-F,,LM II-III A,Herakleion M. 221,12,7
292,KN Sc(2) 232,https://liber.cnr.it/tablet/view/292,(C) Room of the Chariot Tablets,124-G,,LM II-III A,Herakleion M. 222,5,5
293,KN Sc 233,https://liber.cnr.it/tablet/view/293,(C) Room of the Chariot Tablets,124,,LM II-III A,Herakleion M. 764,4,2
294,KN Sc 234,https://liber.cnr.it/tablet/view/294,(C) Room of the Chariot Tablets,124-δ,,LM II-III A,Herakleion M. 1214,3,3
295,KN Sc(2) 235,https://liber.cnr.it/tablet/view/295,(C) Room of the Chariot Tablets,124-G,,LM II-III A,Herakleion M. 226,6,3
296,KN Sc(5) 236,https://liber.cnr.it/tablet/view/296,(C) Room of the Chariot Tablets,124-S,,LM II-III A,Herakleion M. 225,6,3
297,KN Sc(5) 237,https://liber.cnr.it/tablet/view/297,(C) Room of the Chariot Tablets,124-S,,LM II-III A,Herakleion M. 718,11,4
298,KN Sc 238,https://liber.cnr.it/tablet/view/298,(C) Room of the Chariot Tablets,124-6,,LM II-III A,Ashmolean M. 1938.704,5,3
299,KN Sc 239,https://liber.cnr.it/tablet/view/299,(C) Room of the Chariot Tablets,124,,LM II-III A,Herakleion M. 1237,4,2
300,KN Sc 240,https://liber.cnr.it/tablet/view/300,(C) Room of the Chariot Tablets,124-β,,LM II-III A,Herakleion M. 1197,4,2
301,KN Sc 241,https://liber.cnr.it/tablet/view/301,(C) Room of the Chariot Tablets,124-δ,,LM II-III A,Herakleion M. 739,3,3
302,KN Sc 242 (v. = 1640 bis),https://liber.cnr.it/tablet/view/302,(C) Room of the Chariot Tablets,124-ζ,,LM II-III A,Herakleion M. 1200,7,6
303,KN Sc(1) 243,https://liber.cnr.it/tablet/view/303,(C) Room of the Chariot Tablets,124-F,,LM II-III A,Herakleion M. 224,9,7
304,KN Sc(3) 244,https://liber.cnr.it/tablet/view/304,(C) Room of the Chariot Tablets,124-I,,LM II-III A,Herakleion M. 1204,5,3
305,KN Sc(1) 245+5064,https://liber.cnr.it/tablet/view/305,(C) Room of the Chariot Tablets,124-F,,LM II-III A,Herakleion M. 1203 + 1216 (noted),4,3
306,KN Sc ‹246›,https://liber.cnr.it/tablet/view/306,(C) Room of the Chariot Tablets,124,,LM II-III A,Herakleion M. 762,6,2
307,KN Sc(1) 247,https://liber.cnr.it/tablet/view/307,(C) Room of the Chariot Tablets,124-F,,LM II-III A,Herakleion M. 270,4,3
308,KN Sc(3) 248+7484,https://liber.cnr.it/tablet/view/308,(C) Room of the Chariot Tablets,124-I,,LM II-III A,Herakleion M. 762,4,4
309,KN Sc 249+265,https://liber.cnr.it/tablet/view/309,(C) Room of the Chariot Tablets,124-β,,LM II-III A,Herakleion M. 217 + 1216 (noted),5,4
310,KN Sc(1) 250+7691,https://liber.cnr.it/tablet/view/310,(C) Room of the Chariot Tablets,124-F,,LM II-III A,Herakleion M. 765,4,2
311,KN Sc(5) 251,https://liber.cnr.it/tablet/view/311,(C) Room of the Chariot Tablets,124-S,,LM II-III A,Herakleion M. 720,4,3
312,KN Sc(3) 252+7455+7458+frr.,https://liber.cnr.it/tablet/view/312,(C) Room of the Chariot Tablets,124-I,,LM II-III A,Herakleion M. 1221,16,9
313,KN Sc(5) 253,https://liber.cnr.it/tablet/view/313,(C) Room of the Chariot Tablets,124-S,,LM II-III A,Herakleion M. 1198,5,3
314,KN Sc(3) 254+7465,https://liber.cnr.it/tablet/view/314,(C) Room of the Chariot Tablets,124-I,,LM II-III A,Herakleion M. 1223,6,4
315,KN Sc(3) 255,https://liber.cnr.it/tablet/view/315,(C) Room of the Chariot Tablets,124-I,,LM II-III A,Herakleion M. 715,7,5
316,KN Sc(3) 256[+]5163,https://liber.cnr.it/tablet/view/316,(C) Room of the Chariot Tablets,124-I,,LM II-III A,Herakleion M. 210 [+] 772,17,10
317,KN Sc 257,https://liber.cnr.it/tablet/view/317,(C) Room of the Chariot Tablets,124-6,,LM II-III A,Herakleion M. 230,10,6
318,KN Sc(3) 258,https://liber.cnr.it/tablet/view/318,(C) Room of the Chariot Tablets,124-I,,LM II-III A,Herakleion M. 1231,20,12
319,KN Sc 259,https://liber.cnr.it/tablet/view/319,(C) Room of the Chariot Tablets,124-ε,,LM II-III A,Herakleion M. 1213,5,5
320,KN Sc 260,https://liber.cnr.it/tablet/view/320,(C) Room of the Chariot Tablets,124-β,,LM II-III A,Herakleion M. 1246,4,4
321,KN Sc(1) 261,https://liber.cnr.it/tablet/view/321,(C) Room of the Chariot Tablets,124-F,,LM II-III A,Herakleion M. 1217,4,2
322,KN Sc 262,https://liber.cnr.it/tablet/view/322,(C) Room of the Chariot Tablets,124-ζ,,LM II-III A,Herakleion M. 730,4,4
323,KN Sc(1) 263,https://liber.cnr.it/tablet/view/323,(C) Room of the Chariot Tablets,124-F,,LM II-III A,Herakleion M. 1239,3,2
324,KN Sc 264,https://liber.cnr.it/tablet/view/324,(C) Room of the Chariot Tablets,124-γ,,LM II-III A,Herakleion M. 1202,5,5
325,KN Sc(4) 266,https://liber.cnr.it/tablet/view/325,(C) Room of the Chariot Tablets,124-M,,LM II-III A,Herakleion M. 427,5,5
326,KN Sc 1644,https://liber.cnr.it/tablet/view/326,"— Minos 35-36, p. 190","Minos 35-36, p. 190",124,,,Ashmolean M. 1938.860,3,3
327,KN Sc(3) 1651,https://liber.cnr.it/tablet/view/327,"— Minos 35-36, p. 190","Minos 35-36, p. 190",124-I,,,Ashmolean M. 1938.859,3,3
328,KN Sc 5046+frr.,https://liber.cnr.it/tablet/view/328,"— Minos 35-36, p. 190","Minos 35-36, p. 190",124-β,,,Herakleion M. 1209,4,3
329,KN Sc(2) 5057,https://liber.cnr.it/tablet/view/329,"— Minos 35-36, p. 190","Minos 35-36, p. 190",124-G,,,Herakleion M. 1207,2,2
330,KN Sc 5058+7800+7825,https://liber.cnr.it/tablet/view/330,,,124-β,,,Herakleion M. 1211,6,4
331,KN Sc(2) 5059,https://liber.cnr.it/tablet/view/331,,,124-G,,,Herakleion M. 1246,2,2
332,KN Sc(1) 5060+5140,https://liber.cnr.it/tablet/view/332,,,124-F,,,Herakleion M. 719 + 1199,7,7
333,KN Sc(3) 5061+5067,https://liber.cnr.it/tablet/view/333,,,124-I,,,Herakleion M. 1216,3,3
334,KN Sc(5) 5062+5143,https://liber.cnr.it/tablet/view/334,,,124-S,,,Herakleion M. 1208 + 724,5,5
335,KN Sc(2) 5065+frr.(3),https://liber.cnr.it/tablet/view/335,,,124-G,,,Herakleion M. 1216,3,3
336,KN Sc(3) 5066,https://liber.cnr.it/tablet/view/336,,,124-I,,,Herakleion M. 1216,1,1
337,KN Sc(3) 5068+fr.,https://liber.cnr.it/tablet/view/337,,,124-I,,,Herakleion M. 1216,4,4
338,KN Sc(1) 5070,https://liber.cnr.it/tablet/view/338,,,124-F,,,Herakleion M. 1246,1,1
339,KN Sc 5071,https://liber.cnr.it/tablet/view/339,,,124-δ,,,Herakleion M. 1246,2,2
340,KN Sc(5) 5072,https://liber.cnr.it/tablet/view/340,,,124-S,,,Herakleion M. 233,3,3
341,KN Sc 5073,https://liber.cnr.it/tablet/view/341,,,124-β,,,Herakleion M. 767,2,2
342,KN Sc(3) 5083,https://liber.cnr.it/tablet/view/342,,,124-I,,,Herakleion M. 728,1,1
343,KN Sc 5084,https://liber.cnr.it/tablet/view/343,,,124-γ,,,Herakleion M. 841,1,1
344,KN Sc 5085,https://liber.cnr.it/tablet/view/344,,,124-β,,,Herakleion M. 832,7,7
345,KN Sc(3) 5086,https://liber.cnr.it/tablet/view/345,,,124-I,,,"Herakleion M. 779, 780",5,5
346,KN Sc(3) 5087,https://liber.cnr.it/tablet/view/346,,,124-I,,,Herakleion M. 922,2,2
347,KN Sc(2) 5136,https://liber.cnr.it/tablet/view/347,,,124-G,,,Herakleion M. 730,2,2
348,KN Sc(5) 5137,https://liber.cnr.it/tablet/view/348,,,124-S,,,Herakleion M. 709,3,3
349,KN Sc(2) 5138,https://liber.cnr.it/tablet/view/349,,,124-G,,,Herakleion M. 710,3,3
350,KN Sc 5139,https://liber.cnr.it/tablet/view/350,,,124-ζ,,,Herakleion M. 728,4,4
351,KN Sc(2) 5141,https://liber.cnr.it/tablet/view/351,,,124-G,,,Herakleion M. 729,5,5
352,KN Sc 5142,https://liber.cnr.it/tablet/view/352,,,124,,,Herakleion M. 711,2,2
353,KN Sc(1) 5144+5152+7482+frr.,https://liber.cnr.it/tablet/view/353,,,124-F,,,Herakleion M. 727 + 736,4,4
354,KN Sc(2) 5146,https://liber.cnr.it/tablet/view/354,,,124-G,,,Herakleion M. 734,3,3
355,KN Sc(1) 5148,https://liber.cnr.it/tablet/view/355,,,124-F,,,Herakleion M. 774,3,3
356,KN Sc(1) 5150,https://liber.cnr.it/tablet/view/356,,,124-F,,,Herakleion M. 717,1,1
357,KN Sc(5) 5151,https://liber.cnr.it/tablet/view/357,,,124-S,,,Herakleion M. 741,1,1
358,KN Sc 5153,https://liber.cnr.it/tablet/view/358,,,124-γ,,,Herakleion M. 723,1,1
359,KN Sc(1) 5154+8048,https://liber.cnr.it/tablet/view/359,,,124-F,,,Herakleion M. 740,3,3
360,KN Sc(5) 5155,https://liber.cnr.it/tablet/view/360,,,124-S,,,Herakleion M. 1201,3,3
361,KN Sc 5156,https://liber.cnr.it/tablet/view/361,,,124,,,Herakleion M. 746,3,3
362,KN Sc(1) 5157,https://liber.cnr.it/tablet/view/362,,,124-F,,,Herakleion M. 722,1,1
363,KN Sc(2) 5158+frr.,https://liber.cnr.it/tablet/view/363,,,124-G,,,Herakleion M. 737,5,5
364,KN Sc(2) 5159,https://liber.cnr.it/tablet/view/364,,,124-G,,,Herakleion M. 738,3,3
365,KN Sc(2) 5160,https://liber.cnr.it/tablet/view/365,,,124-G,,,Herakleion M. 731,5,5
366,KN Sc(1) 5161,https://liber.cnr.it/tablet/view/366,,,124-F,,,Herakleion M. 735,3,3
367,KN Sc(5) 5162,https://liber.cnr.it/tablet/view/367,,,124-S,,,Herakleion M. 725,2,2
368,KN Sc(3) 5164+7452,https://liber.cnr.it/tablet/view/368,,,124-I,,,Herakleion M. 777,7,7
369,KN Sc 5165,https://liber.cnr.it/tablet/view/369,,,124,,,Herakleion M. 716,1,1
370,KN Sc(3) 5166+8642,https://liber.cnr.it/tablet/view/370,,,124-I,,,Herakleion M.,4,4
371,KN Sc(2) ‹5167›,https://liber.cnr.it/tablet/view/371,,,124-G?,,,,2,2
372,KN Sc(5) 5168,https://liber.cnr.it/tablet/view/372,,,124-S,,,Herakleion M. 777,3,3
373,KN Sc(3) 5169+7477+7536,https://liber.cnr.it/tablet/view/373,,,124-I,,,Herakleion M. 712,6,6
374,KN Sc 5170,https://liber.cnr.it/tablet/view/374,,,124-ζ,,,Herakleion M. 1206,3,3
375,KN Sc 7444,https://liber.cnr.it/tablet/view/375,,,124-ε,,,Herakleion M.,2,2
376,KN Sc 7453,https://liber.cnr.it/tablet/view/376,,,124,,,Herakleion M.,5,4
377,KN Sc(5) 7454,https://liber.cnr.it/tablet/view/377,,,124-S,,,Herakleion M.,3,3
378,KN Sc 7456,https://liber.cnr.it/tablet/view/378,,,124-δ,,,Herakleion M.,3,3
379,KN Sc(3) 7457,https://liber.cnr.it/tablet/view/379,,,124-I,,,Herakleion M.,4,4
380,KN Sc(2) 7459,https://liber.cnr.it/tablet/view/380,,,124-G,,,Herakleion M.,1,1
381,KN Sc(1) 7460,https://liber.cnr.it/tablet/view/381,,,124-F,,,Herakleion M.,2,2
382,KN Sc 7461,https://liber.cnr.it/tablet/view/382,,,124,,,Herakleion M.,1,1
383,KN Sc 7462,https://liber.cnr.it/tablet/view/383,,,124,,,Herakleion M.,2,2
384,KN Sc 7463,https://liber.cnr.it/tablet/view/384,,,124,,,Herakleion M.,3,3
385,KN Sc(3) 7464,https://liber.cnr.it/tablet/view/385,,,124-I,,,Herakleion M.,1,1
386,KN Sc 7466,https://liber.cnr.it/tablet/view/386,,,124,,,Herakleion M.,2,2
387,KN Sc(3) 7467,https://liber.cnr.it/tablet/view/387,,,124-I,,,Herakleion M.,2,2
388,KN Sc(5) 7468,https://liber.cnr.it/tablet/view/388,,,124-S,,,Herakleion M.,2,2
389,KN Sc(2) 7469+7472,https://liber.cnr.it/tablet/view/389,,,124-G,,,Herakleion M.,5,3
390,KN Sc(5) 7470+8473,https://liber.cnr.it/tablet/view/390,,,124-S,,,Herakleion M.,1,1
391,KN Sc 7471+8620+8633,https://liber.cnr.it/tablet/view/391,,,124,,,Herakleion M.,6,5
392,KN Sc(1) 7473+fr.,https://liber.cnr.it/tablet/view/392,,,124-F,,,Herakleion M.,3,3
393,KN Sc(2) 7474,https://liber.cnr.it/tablet/view/393,,,124-G?,,,Herakleion M.,1,1
394,KN Sc 7475,https://liber.cnr.it/tablet/view/394,,,124-ε,,,Herakleion M.,3,3
395,KN Sc 7476,https://liber.cnr.it/tablet/view/395,,,124-γ,,,Herakleion M.,6,2
396,KN Sc 7478+fr.,https://liber.cnr.it/tablet/view/396,,,124-δ,,,Herakleion M.,3,3
397,KN Sc(4) 7479,https://liber.cnr.it/tablet/view/397,,,124-M,,,Herakleion M.,3,3
398,KN Sc 7480,https://liber.cnr.it/tablet/view/398,,,124-9,,,Herakleion M.,4,3
399,KN Sc 7481,https://liber.cnr.it/tablet/view/399,,,124-9,,,Herakleion M.,3,3
400,KN Sc(2) 7483+9272,https://liber.cnr.it/tablet/view/400,,,124-G,,,Herakleion M.,3,3
401,KN Sc 7506,https://liber.cnr.it/tablet/view/401,,,124,,,Herakleion M.,2,2
402,KN Sc 7772,https://liber.cnr.it/tablet/view/402,,,124-γ,,,Herakleion M.,7,3
403,KN Sc 7782+8568+frr.,https://liber.cnr.it/tablet/view/403,,,124-β,,,Herakleion M.,8,4
404,KN Sc 7798,https://liber.cnr.it/tablet/view/404,,,124,,,Herakleion M.,2,2
405,KN Sc 7821,https://liber.cnr.it/tablet/view/405,,,124,,,Herakleion M.,1,1
406,KN Sc 7849,https://liber.cnr.it/tablet/view/406,,,124,,,Herakleion M.,2,2
407,KN Sc 7882,https://liber.cnr.it/tablet/view/407,,,124,,,Herakleion M.,4,3
408,KN Sc 7889,https://liber.cnr.it/tablet/view/408,,,124-ζ,,,Herakleion M.,3,3
409,KN Sc 7996,https://liber.cnr.it/tablet/view/409,,,124,,,Herakleion M.,2,2
410,KN Sc(5) 8081 (= 7475 bis),https://liber.cnr.it/tablet/view/410,,,124-S,,,Herakleion M.,2,2
411,KN Sc(1) 8124,https://liber.cnr.it/tablet/view/411,,,124-F,,,Herakleion M.,2,2
412,KN Sc(4) 8125,https://liber.cnr.it/tablet/view/412,,,124-M,,,Herakleion M.,2,2
413,KN Sc 8253+fr.,https://liber.cnr.it/tablet/view/413,,,124-γ,,,Herakleion M.,4,4
414,KN Sc(4) 8271,https://liber.cnr.it/tablet/view/414,,,124-M,,,Herakleion M.,4,3
415,KN Sc(1) 8467,https://liber.cnr.it/tablet/view/415,,,124-F,,,Herakleion M.,1,1
416,KN Sc(1) 8468,https://liber.cnr.it/tablet/view/416,,,124-F,,,Herakleion M.,1,1
417,KN Sc(5) 8469,https://liber.cnr.it/tablet/view/417,,,124-S?,,,Herakleion M.,1,1
418,KN Sc(1) 8470,https://liber.cnr.it/tablet/view/418,,,124-F,,,Herakleion M.,1,1
419,KN Sc 8471,https://liber.cnr.it/tablet/view/419,,,124-β,,,Herakleion M.,5,4
420,KN Sc 8472,https://liber.cnr.it/tablet/view/420,,,124-β,,,Herakleion M.,1,1
421,KN Sc(1) 8474+frr.,https://liber.cnr.it/tablet/view/421,,,124-F??,,,Herakleion M.,2,2
422,KN Sc(3) 8475,https://liber.cnr.it/tablet/view/422,,,124-I,,,Herakleion M.,1,1
423,KN Sc(1) 8476,https://liber.cnr.it/tablet/view/423,,,124-F,,,Herakleion M.,1,1
424,KN Sc(1) 8478,https://liber.cnr.it/tablet/view/424,,,124-F??,,,Herakleion M.,1,1
425,KN Sc(5) 8479,https://liber.cnr.it/tablet/view/425,,,124-S?,,,Herakleion M.,2,2
426,KN Sc 8480+fr.,https://liber.cnr.it/tablet/view/426,,,124,,,Herakleion M.,5,5
427,KN Sc(2) 8481,https://liber.cnr.it/tablet/view/427,,,124-G,,,Herakleion M.,2,2
428,KN Sc(3) 8482,https://liber.cnr.it/tablet/view/428,,,124-I,,,Herakleion M.,2,2
429,KN Sc(3) 8483,https://liber.cnr.it/tablet/view/429,,,124-I,,,Herakleion M.,2,2
430,KN Sc 8759,https://liber.cnr.it/tablet/view/430,,,124,,,Herakleion M.,2,2
431,KN Sc 8796,https://liber.cnr.it/tablet/view/431,,,124?,,,Herakleion M.,2,2
432,KN Sc 8806,https://liber.cnr.it/tablet/view/432,,,124,,,Herakleion M.,1,1
433,KN Sc 9113,https://liber.cnr.it/tablet/view/433,,,124,,,Herakleion M.,1,1
434,KN Sc 9114,https://liber.cnr.it/tablet/view/434,,,124,,,Herakleion M.,2,2
