linear_b,word_type,part_of_speech,inflection,confidence,greek,reasoning
a-mo-ta-jo,0,0,0,0.9,αρμοτεων|αρμοτεωνανδε,"The word 'a-mo-ta-jo' has cognates 'αρμοτεων' and 'αρμοτεωνανδε'. Chadwick & Ventris identify it as an anthroponym, relating it to Ἁρμόστας. The ending '-jo' suggests a thematic noun in -o, likely a genitive form. Therefore, it's classified as an anthroponym (word_type=0), noun (part_of_speech=0), and thematic in -o (inflection=0)."
a-mo-te,3,0,2,0.9,αρμοτε,"The word 'a-mo-te' has the cognate 'αρμοτε', which refers to the 'wheel/chariot undercarriage'. The ending '-te' suggests an athematic noun. The lexicon confirms that it is a common word."
a-mo-te-jo-na-de,3,0,0,0.9,αρμοτεωνανδε,"The word 'a-mo-te-jo-na-de' has the cognate 'αρμοτεωνανδε'. The suffix '-de' should be ignored. The remaining part 'a-mo-te-jo-na' corresponds to 'αρμοτεωναν', which refers to the workshop of 'armota' or 'to the wheelwrights' workshops'. The ending '-na' suggests a plural form. The word is a common noun, and the ending suggests a thematic noun in -o (plural form)."
a-mo-te-re,3,0,2,0.9,αρμοστηρ|αρμοστηρες,"The word 'a-mo-te-re' has cognates 'αρμοστηρ' and 'αρμοστηρες'. These cognates suggest a noun meaning something related to fitting or joining. The ending '-re' could be interpreted as a dative singular or nominative dual of a noun in -ter, as suggested by Chadwick & Ventris. The ending is not thematic in -o or -a. Therefore, it is classified as an athematic noun."
a-mo-te-wi-ja,3,2,1,0.9,αρμοθηfια,"The word 'a-mo-te-wi-ja' has the cognate 'αρμοθηfια', which appears to be an adjective. The Linear B word ends in '-ja', corresponding to the '-a' ending of thematic nouns/adjectives in -a. Therefore, it is classified as an adjective with thematic inflection in -a."
a-mu-ta-wo,0,0,0,0.95,αμυνθαfων,"The word 'a-mu-ta-wo' has the Greek cognate 'Αμυνθαfων', which is a personal name (anthroponym). The Linear B word ends in '-wo', corresponding to the thematic -o ending, suggesting a thematic noun in -o. Chadwick & Ventris also identify it as an anthroponym and suggest it is the genitive of a-mu-ta-wo. The ending -o is consistent with the genitive singular of thematic nouns in -o."
a-na-i-ta,3,2,1,0.9,αναιτα|αναιτον,"The word 'a-na-i-ta' has cognates 'αναιτα/αναιτον'. These are adjectives meaning 'guiltless, innocent'. The ending '-a' suggests that it is an adjective, and the inflection is thematic in -a."
a-na-mo-ta,3,2,0,0.95,αναρμοστα|αναρμοστον,"The word 'a-na-mo-ta' has cognates 'αναρμοστα/αναρμοστον', meaning 'unsuitable/unfitting'. This suggests it's an adjective. The ending '-ta' corresponds to the neuter plural form of thematic adjectives in -o (like -α in the cognate αναρμοστα). Therefore, it's classified as a common adjective with thematic inflection in -o."
a-na-mo-to,3,2,0,0.85,αναρμοστον,"The word 'a-na-mo-to' has the cognate 'αναρμοστον'. This suggests that 'a-na-mo-to' is an adjective. The ending '-to' suggests a thematic inflection in -o, similar to adjectives. Therefore, it is classified as a common word (5), adjective (2), and thematic in -o (0)."
a-na-pu-ke,3,0,2,0.9,αναμπυκες,"The word 'a-na-pu-ke' has the cognate 'αναμπυκες', which means 'without head-bands'. This suggests it's a common noun. The ending '-ke' doesn't directly correspond to any thematic inflection. However, given the cognate and the lexicon entry, it's likely an athematic noun. The ending -ke is a syllabic representation of a consonant cluster followed by a vowel, which is compatible with athematic declensions."
a-na-ta,3,2,1,0.9,αντα|αναιτα,"The word 'a-na-ta' has cognates 'αντα' and 'αναιτα'. 'αναιτα' means 'not decorated'. The ending '-ta' suggests that it is an adjective, and the cognate 'αναιτα' confirms this. The ending '-a' indicates that it is a thematic adjective in -a."
a-na-to,3,2,0,0.9,αναιτον,The word 'a-na-to' has the cognate 'αναιτον'. The cognate is an adjective. The ending '-to' suggests a thematic adjective in -o. The lexicon entries also suggest that it is an adjective meaning 'not inlaid/decorated'.
a-ne-mo,3,0,0,0.95,ανεμος|ανεμου|ανεμων,"The word 'a-ne-mo' has the Greek cognates 'ανεμος', 'ανεμου', 'ανεμων', all related to 'wind'. The Linear B word ends in '-o', which aligns with the nominative singular form of thematic nouns in -o. Therefore, it's a common noun, thematic in -o."
a-ne-mo-i-e-re-ja,0,0,1,0.95,ανεμων|ιερεια|ανεμωνιερεια,"The word 'a-ne-mo-i-e-re-ja' has the cognates 'ανεμων' (winds) and 'ιερεια' (priestess), and the combined form 'ανεμωνιερεια' (priestess of winds). The lexicon entry confirms this meaning. Since it refers to a priestess associated with winds, it is likely a theonym or a title associated with a deity. The ending '-ja' suggests a thematic noun in -a, similar to 'potnia'."
a-ne-o,0,0,0,0.9,αινεω,"The word 'a-ne-o' has the cognate 'αινεω', which suggests it is a name. The lexicon entry also indicates it's an anthroponym. The word ends in '-o', indicating a thematic noun in -o."
a-ne-ra-to,3,2,0,0.9,ανερατος,"The word 'a-ne-ra-to' has the cognate 'ανερατος', which means 'not beloved'. This suggests it is an adjective. The ending '-to' corresponds to the thematic inflection in -o, typical of adjectives and nouns."
a-ne-ta,3,2,1,0.9,ανετα|ανιημι,"The word 'a-ne-ta' has cognates 'ανετα' and 'ανιημι'. 'ανετα' means 'relaxed, free', which suggests an adjective. 'ανιημι' means 'to set free'. The ending '-ta' suggests a thematic adjective in -a. Therefore, it is classified as a common adjective with thematic inflection in -a."
a-ne-u-te,1,0,2,0.85,ανευθεν|ανευς|ανευτει,"The word 'a-ne-u-te' has cognates ανευθεν, ανευς, and ανευτει. The lexicon entries suggest it's a toponym (place name). The suffix -te should be ignored. The remaining part 'a-ne-u' corresponds to ανευς. The ending '-u' suggests an athematic inflection. ανευς is an athematic word."
a-ni-ja,3,0,1,0.95,ανια|ανιαφι|ηνια,"The word 'a-ni-ja' has cognates ανια, ανιαφι, and ηνια, all related to 'reins'. The Linear B word likely represents a noun meaning 'reins'. The ending '-ja' corresponds to the thematic -a declension, making it a thematic noun in -a."
a-ni-ja-pi,3,0,2,0.9,ανιαφι|ηνιαφι,"The word 'a-ni-ja-pi' has cognates ανιαφι and ηνιαφι, which relate to reins. The suffix -pi is instrumental/locative and can be ignored. The word without the suffix is 'a-ni-ja', which corresponds to the root of the cognates. The word is a common noun. The ending -ja suggests an athematic inflection, as thematic nouns in -a would have a different syllabic structure. The cognates suggest that the word is related to reins, so it is a common noun."
a-ni-ja-to,0,0,2,0.85,ανιατος,"The word 'a-ni-ja-to' has the cognate 'ανιατος' (aniatos). The lexicon entries suggest it's a personal name. 'ανιατος' means incurable, which could be used as a personal name. The ending '-to' doesn't directly correspond to any thematic inflection. However, considering the cognate and the possibility of variations in Linear B, it's more likely an athematic noun used as a personal name. The ancient greek cognate is an adjective, but it can be used as a name."
a-ni-o-ko,0,0,0,0.95,ηνιοχος,"The word 'a-ni-o-ko' has the Greek cognate 'ηνιοχος' (heniochos), meaning 'chariot-driver'. This indicates that it is an anthroponym (person name) and a noun. The ending '-o' suggests a thematic noun in -o."
a-no,1,3,-1,0.95,ανευ,"The word 'a-no' has the cognate 'ανευ' (aneu) which means 'without'. This indicates that 'a-no' is an adverb. Since it is an adverb, the inflection is -1."
a-no-me-de,0,0,2,0.95,ανδρομεδες,"The word 'a-no-me-de' has the cognate 'ανδρομεδες', which is a personal name (anthroponym). The suffix '-de' can be ignored. The ancient greek cognate suggests an athematic inflection, as there is no clear thematic vowel. Therefore, it is classified as an anthroponym, a noun, and athematic."
a-no-no,3,2,0,0.9,ανονον|ανωνον,"The word 'a-no-no' has the Greek cognates 'ανονον' and 'ανωνον', which mean 'not rented' or 'not subject to o-na-ta'. This suggests that 'a-no-no' is an adjective. The ending '-o' suggests a thematic adjective in -o."
a-no-po,3,2,0,0.9,ανωπος,"The word 'a-no-po' has the cognate 'ανωπος', which means 'not perforated' or 'without holes'. This suggests that 'a-no-po' is an adjective. The ending '-o' indicates that it is a thematic adjective in -o."
a-no-we,3,0,2,0.9,ανωfεις|ανωfτος,"The word 'a-no-we' has cognates ανωfεις and ανωfτος, meaning 'without handles'. The ending '-we' doesn't directly correspond to a thematic inflection. However, the cognates suggest an athematic form. The word refers to a vessel type, making it a common noun. The cognates ανωfεις and ανωfτος are athematic, so I classify 'a-no-we' as athematic as well."
a-no-wo-to,3,2,0,0.95,ανωfτος,"The word 'a-no-wo-to' has the Greek cognate 'ανωfτος', meaning 'without handles'. This suggests it's an adjective describing something lacking handles. The ending '-to' corresponds to the thematic -o ending, indicating a thematic adjective in -o."
a-nu-ko,0,0,2,0.9,ανυκος,"The word 'a-nu-ko' has the Greek cognate 'ανυκος'. The lexicon 'personal name' confirms that it is an anthroponym. The ending '-ko' suggests an athematic inflection, as thematic nouns typically end in '-o' or '-a'. The cognate ανυκος is an athematic noun."
a-nu-to,0,0,0,0.95,ανυτος,"The word 'a-nu-to' has the Greek cognate 'ανυτος', which is a personal name. The lexicon also indicates it's an anthroponym. The ending '-to' suggests a thematic noun in -o."
a-nu-to-jo,0,0,0,0.9,ανυτοιο,"The word 'a-nu-to-jo' has the cognate 'ανυτοιο'. This suggests it is a noun in the genitive case. The ending '-ojo' is characteristic of thematic nouns in -o in the genitive singular. Therefore, it is classified as an anthroponym (person name), a noun, and thematic in -o."
a-pa-je-u,0,0,2,0.9,αρπαγευς,"The word 'a-pa-je-u' has the Greek cognate 'αρπαγευς' (harpageus), meaning 'snatcher' or 'plunderer'. This suggests it is an anthroponym (person name). The ending '-u' corresponds to the athematic declension, similar to other anthroponyms like 'a-ke-re-u' (agreus) and 'ka-ke-u' (khalkeus)."
a-pa-re-u,0,0,2,0.95,αφαρευς,"The word 'a-pa-re-u' has the Greek cognate 'αφαρευς', which Chadwick & Ventris identify as an anthroponym (person name). The ending '-u' suggests an athematic inflection, consistent with the Greek cognate's ending '-ευς'."
a-pa-re-u-pi,1,0,2,0.9,αφαρευς,"The word 'a-pa-re-u-pi' has the cognate 'αφαρευς'. The suffix '-pi' is locative and should be ignored. The remaining word 'a-pa-re-u' corresponds to 'αφαρευς', which is a toponym (place name). The ending '-u' suggests an athematic inflection."
a-pa-sa-ki-jo,0,0,0,0.9,αψαγιος,"The word 'a-pa-sa-ki-jo' has the Greek cognate 'αψαγιος'. The lexicon entries suggest it's a personal name (anthroponym). The ending '-jo' suggests a thematic noun in -o, likely a genitive form."
a-pa-ta,1,0,1,0.9,ασπαρτα,The word 'a-pa-ta' has the Greek cognate 'ασπαρτα'. The lexicon entry 'Chadwick & Ventris 1973: toponym' indicates that it is a toponym (place name). The ending '-a' suggests that it is a thematic noun in -a.
a-pa-ta-wa,1,0,1,0.95,απταρfα|απτερα,"The word 'a-pa-ta-wa' has cognates 'απταρfα|απτερα'. The lexicon entries and cognates suggest it's a toponym (place name), specifically Aptara. The ending '-wa' corresponds to the thematic inflection in -a, as seen in the declension table."
a-pa-ta-wa-ja,2,0,1,0.95,απταρfαια|απταρfαιος,"The word 'a-pa-ta-wa-ja' has cognates 'απταρfαια' and 'απταρfαιος', and the lexicon entry indicates it's an ethnic name of 'Aptarfa'. The ending '-ja' suggests a thematic noun in -a, likely a feminine form or a collective plural. Therefore, it is classified as an ethnonym (ethnic group name), a noun, and with inflection class 1 (thematic in -a)."
a-pa-ta-wa-jo,2,0,0,0.95,απταρfαιος,"The word 'a-pa-ta-wa-jo' has the Greek cognate 'απταρfαιος', which is an ethnic name. The lexicon entry confirms this. The Linear B word ends in '-jo', corresponding to the thematic -o declension, making it a thematic noun in -o."
a-pe-a-sa,3,2,1,0.9,απεασα|απειμι|απεοντες,"The word 'a-pe-a-sa' has cognates 'απεασα', 'απειμι', and 'απεοντες'. 'απεασα' is an adjective form, and 'απεοντες' is a participle form meaning 'being absent'. Given the -sa ending, it is likely a participle used as an adjective, specifically a feminine nominative singular or neuter plural form. Therefore, it's classified as an adjective (part_of_speech = 2) with thematic inflection in -a (inflection = 1)."
