TRANSLIT,OGTXT,KEY
ὤ μοι ἀναιδείην ἐπιειμένε κερδαλεόφρον,ὤ μοι ἀναιδείην ἐπιειμένε κερδαλεόφρον,O
πῶς τίς τοι πρόφρων ἔπεσιν πείθηται Ἀχαιῶν ,πῶς τίς τοι πρόφρων ἔπεσιν πείθηται Ἀχαιῶν ,O
ἢ ὁδὸν ἐλθέμεναι ἢ ἀνδράσιν ἶφι μάχεσθαι;,ἢ ὁδὸν ἐλθέμεναι ἢ ἀνδράσιν ἶφι μάχεσθαι;,O
οὐ γὰρ ἐγὼ Τρώων ἕνεκ' ἤλυθον αἰχμητάων,οὐ γὰρ ἐγὼ Τρώων ἕνεκ' ἤλυθον αἰχμητάων,O
"δεῦρο μαχησόμενος, ἐπεὶ οὔ τί μοι αἴτιοί εἰσιν:","δεῦρο μαχησόμενος, ἐπεὶ οὔ τί μοι αἴτιοί εἰσιν:",O
"οὐ γὰρ πώποτ' ἐμὰς βοῦς ἤλασαν οὐδὲ μὲν ἵππους,","οὐ γὰρ πώποτ' ἐμὰς βοῦς ἤλασαν οὐδὲ μὲν ἵππους,",O
οὐδέ ποτ' ἐν Φθίῃ ἐριβώλακι βωτιανείρῃ ,οὐδέ ποτ' ἐν Φθίῃ ἐριβώλακι βωτιανείρῃ ,O
"καρπὸν ἐδηλήσαντ', ἐπεὶ ἦ μάλα πολλὰ μεταξὺ","καρπὸν ἐδηλήσαντ', ἐπεὶ ἦ μάλα πολλὰ μεταξὺ",O
οὔρεά τε σκιόεντα θάλασσά τε ἠχήεσσα:,οὔρεά τε σκιόεντα θάλασσά τε ἠχήεσσα:,O
"ἀλλὰ σοὶ ὦ μέγ' ἀναιδὲς ἅμ' ἑσπόμεθ' ὄφρα σὺ χαίρῃς,","ἀλλὰ σοὶ ὦ μέγ' ἀναιδὲς ἅμ' ἑσπόμεθ' ὄφρα σὺ χαίρῃς,",O
τιμὴν ἀρνύμενοι Μενελάῳ σοί τε κυνῶπα,τιμὴν ἀρνύμενοι Μενελάῳ σοί τε κυνῶπα,O
πρὸς Τρώων: τῶν οὔ τι μετατρέπῃ οὐδ' ἀλεγίζεις: ,πρὸς Τρώων: τῶν οὔ τι μετατρέπῃ οὐδ' ἀλεγίζεις: ,O
"καὶ δή μοι γέρας αὐτὸς ἀφαιρήσεσθαι ἀπειλεῖς,","καὶ δή μοι γέρας αὐτὸς ἀφαιρήσεσθαι ἀπειλεῖς,",O
"ᾧ ἔπι πολλὰ μόγησα, δόσαν δέ μοι υἷες Ἀχαιῶν.","ᾧ ἔπι πολλὰ μόγησα, δόσαν δέ μοι υἷες Ἀχαιῶν.",O
οὐ μὲν σοί ποτε ἶσον ἔχω γέρας ὁππότ' Ἀχαιοὶ,οὐ μὲν σοί ποτε ἶσον ἔχω γέρας ὁππότ' Ἀχαιοὶ,O
Τρώων ἐκπέρσωσ' εὖ ναιόμενον πτολίεθρον:,Τρώων ἐκπέρσωσ' εὖ ναιόμενον πτολίεθρον:,O
ἀλλὰ τὸ μὲν πλεῖον πολυάϊκος πολέμοιο ,ἀλλὰ τὸ μὲν πλεῖον πολυάϊκος πολέμοιο ,O
"χεῖρες ἐμαὶ διέπουσ': ἀτὰρ ἤν ποτε δασμὸς ἵκηται,","χεῖρες ἐμαὶ διέπουσ': ἀτὰρ ἤν ποτε δασμὸς ἵκηται,",O
"σοὶ τὸ γέρας πολὺ μεῖζον, ἐγὼ δ' ὀλίγον τε φίλον τε","σοὶ τὸ γέρας πολὺ μεῖζον, ἐγὼ δ' ὀλίγον τε φίλον τε",O
"ἔρχομ' ἔχων ἐπὶ νῆας, ἐπεί κε κάμω πολεμίζων.","ἔρχομ' ἔχων ἐπὶ νῆας, ἐπεί κε κάμω πολεμίζων.",O
"νῦν δ' εἶμι Φθίην δ', ἐπεὶ ἦ πολὺ φέρτερόν ἐστιν","νῦν δ' εἶμι Φθίην δ', ἐπεὶ ἦ πολὺ φέρτερόν ἐστιν",O
"οἴκαδ' ἴμεν σὺν νηυσὶ κορωνίσιν, οὐδέ σ' ὀί̈ω ","οἴκαδ' ἴμεν σὺν νηυσὶ κορωνίσιν, οὐδέ σ' ὀί̈ω ",O
ἐνθάδ' ἄτιμος ἐὼν ἄφενος καὶ πλοῦτον ἀφύξειν.,ἐνθάδ' ἄτιμος ἐὼν ἄφενος καὶ πλοῦτον ἀφύξειν.,O
τὸν δ' ἠμείβετ' ἔπειτα ἄναξ ἀνδρῶν Ἀγαμέμνων:,τὸν δ' ἠμείβετ' ἔπειτα ἄναξ ἀνδρῶν Ἀγαμέμνων:,O
"φεῦγε μάλ' εἴ τοι θυμὸς ἐπέσσυται, οὐδέ σ' ἔγωγε","φεῦγε μάλ' εἴ τοι θυμὸς ἐπέσσυται, οὐδέ σ' ἔγωγε",O
λίσσομαι εἵνεκ' ἐμεῖο μένειν: πάρ' ἔμοιγε καὶ ἄλλοι,λίσσομαι εἵνεκ' ἐμεῖο μένειν: πάρ' ἔμοιγε καὶ ἄλλοι,O
"οἵ κέ με τιμήσουσι, μάλιστα δὲ μητίετα Ζεύς. ","οἵ κέ με τιμήσουσι, μάλιστα δὲ μητίετα Ζεύς. ",O
ἔχθιστος δέ μοί ἐσσι διοτρεφέων βασιλήων:,ἔχθιστος δέ μοί ἐσσι διοτρεφέων βασιλήων:,O
αἰεὶ γάρ τοι ἔρις τε φίλη πόλεμοί τε μάχαι τε:,αἰεὶ γάρ τοι ἔρις τε φίλη πόλεμοί τε μάχαι τε:,O
"εἰ μάλα καρτερός ἐσσι, θεός που σοὶ τό γ' ἔδωκεν:","εἰ μάλα καρτερός ἐσσι, θεός που σοὶ τό γ' ἔδωκεν:",O
οἴκαδ' ἰὼν σὺν νηυσί τε σῇς καὶ σοῖς ἑτάροισι,οἴκαδ' ἰὼν σὺν νηυσί τε σῇς καὶ σοῖς ἑτάροισι,O
"Μυρμιδόνεσσιν ἄνασσε, σέθεν δ' ἐγὼ οὐκ ἀλεγίζω, ","Μυρμιδόνεσσιν ἄνασσε, σέθεν δ' ἐγὼ οὐκ ἀλεγίζω, ",O
οὐδ' ὄθομαι κοτέοντος: ἀπειλήσω δέ τοι ὧδε:,οὐδ' ὄθομαι κοτέοντος: ἀπειλήσω δέ τοι ὧδε:,O
"ὡς ἔμ' ἀφαιρεῖται Χρυσηί̈δα Φοῖβος Ἀπόλλων,","ὡς ἔμ' ἀφαιρεῖται Χρυσηί̈δα Φοῖβος Ἀπόλλων,",O
τὴν μὲν ἐγὼ σὺν νηί̈ τ' ἐμῇ καὶ ἐμοῖς ἑτάροισι,τὴν μὲν ἐγὼ σὺν νηί̈ τ' ἐμῇ καὶ ἐμοῖς ἑτάροισι,O
"πέμψω, ἐγὼ δέ κ' ἄγω Βρισηί̈δα καλλιπάρῃον","πέμψω, ἐγὼ δέ κ' ἄγω Βρισηί̈δα καλλιπάρῃον",O
αὐτὸς ἰὼν κλισίην δὲ τὸ σὸν γέρας ὄφρ' ἐὺ̈ εἰδῇς ,αὐτὸς ἰὼν κλισίην δὲ τὸ σὸν γέρας ὄφρ' ἐὺ̈ εἰδῇς ,O
"ὅσσον φέρτερός εἰμι σέθεν, στυγέῃ δὲ καὶ ἄλλος","ὅσσον φέρτερός εἰμι σέθεν, στυγέῃ δὲ καὶ ἄλλος",O
ἶσον ἐμοὶ φάσθαι καὶ ὁμοιωθήμεναι ἄντην.,ἶσον ἐμοὶ φάσθαι καὶ ὁμοιωθήμεναι ἄντην.,O
"ὣς φάτο: Πηλεί̈ωνι δ' ἄχος γένετ', ἐν δέ οἱ ἦτορ","ὣς φάτο: Πηλεί̈ωνι δ' ἄχος γένετ', ἐν δέ οἱ ἦτορ",O
"στήθεσσιν λασίοισι διάνδιχα μερμήριξεν,","στήθεσσιν λασίοισι διάνδιχα μερμήριξεν,",O
ἢ ὅ γε φάσγανον ὀξὺ ἐρυσσάμενος παρὰ μηροῦ 9,ἢ ὅ γε φάσγανον ὀξὺ ἐρυσσάμενος παρὰ μηροῦ 9,O
"τοὺς μὲν ἀναστήσειεν, ὃ δ' Ἀτρεί̈δην ἐναρίζοι,","τοὺς μὲν ἀναστήσειεν, ὃ δ' Ἀτρεί̈δην ἐναρίζοι,",O
ἦε χόλον παύσειεν ἐρητύσειέ τε θυμόν.,ἦε χόλον παύσειεν ἐρητύσειέ τε θυμόν.,O
"ἧος ὃ ταῦθ' ὥρμαινε κατὰ φρένα καὶ κατὰ θυμόν,","ἧος ὃ ταῦθ' ὥρμαινε κατὰ φρένα καὶ κατὰ θυμόν,",O
"ἕλκετο δ' ἐκ κολεοῖο μέγα ξίφος, ἦλθε δ' Ἀθήνη","ἕλκετο δ' ἐκ κολεοῖο μέγα ξίφος, ἦλθε δ' Ἀθήνη",O
οὐρανόθεν: πρὸ γὰρ ἧκε θεὰ λευκώλενος Ἥρη 9,οὐρανόθεν: πρὸ γὰρ ἧκε θεὰ λευκώλενος Ἥρη 9,O
ἄμφω ὁμῶς θυμῷ φιλέουσά τε κηδομένη τε:,ἄμφω ὁμῶς θυμῷ φιλέουσά τε κηδομένη τε:,O
"στῆ δ' ὄπιθεν, ξανθῆς δὲ κόμης ἕλε Πηλεί̈ωνα","στῆ δ' ὄπιθεν, ξανθῆς δὲ κόμης ἕλε Πηλεί̈ωνα",O
οἴῳ φαινομένη: τῶν δ' ἄλλων οὔ τις ὁρᾶτο:,οἴῳ φαινομένη: τῶν δ' ἄλλων οὔ τις ὁρᾶτο:,O
"θάμβησεν δ' Ἀχιλεύς, μετὰ δ' ἐτράπετ', αὐτίκα δ' ἔγνω","θάμβησεν δ' Ἀχιλεύς, μετὰ δ' ἐτράπετ', αὐτίκα δ' ἔγνω",O
Παλλάδ' Ἀθηναίην: δεινὼ δέ οἱ ὄσσε φάανθεν: ,Παλλάδ' Ἀθηναίην: δεινὼ δέ οἱ ὄσσε φάανθεν: ,O
καί μιν φωνήσας ἔπεα πτερόεντα προσηύδα:,καί μιν φωνήσας ἔπεα πτερόεντα προσηύδα:,O
τίπτ' αὖτ' αἰγιόχοιο Διὸς τέκος εἰλήλουθας;,τίπτ' αὖτ' αἰγιόχοιο Διὸς τέκος εἰλήλουθας;,O
ἦ ἵνα ὕβριν ἴδῃ Ἀγαμέμνονος Ἀτρεί̈δαο;,ἦ ἵνα ὕβριν ἴδῃ Ἀγαμέμνονος Ἀτρεί̈δαο;,O
"ἀλλ' ἔκ τοι ἐρέω, τὸ δὲ καὶ τελέεσθαι ὀί̈ω:","ἀλλ' ἔκ τοι ἐρέω, τὸ δὲ καὶ τελέεσθαι ὀί̈ω:",O
ᾗς ὑπεροπλίῃσι τάχ' ἄν ποτε θυμὸν ὀλέσσῃ. ,ᾗς ὑπεροπλίῃσι τάχ' ἄν ποτε θυμὸν ὀλέσσῃ. ,O
τὸν δ' αὖτε προσέειπε θεὰ γλαυκῶπις Ἀθήνη:,τὸν δ' αὖτε προσέειπε θεὰ γλαυκῶπις Ἀθήνη:,O
"ἦλθον ἐγὼ παύσουσα τὸ σὸν μένος, αἴ κε πίθηαι,","ἦλθον ἐγὼ παύσουσα τὸ σὸν μένος, αἴ κε πίθηαι,",O
οὐρανόθεν: πρὸ δέ μ' ἧκε θεὰ λευκώλενος Ἥρη,οὐρανόθεν: πρὸ δέ μ' ἧκε θεὰ λευκώλενος Ἥρη,O
ἄμφω ὁμῶς θυμῷ φιλέουσά τε κηδομένη τε:,ἄμφω ὁμῶς θυμῷ φιλέουσά τε κηδομένη τε:,O
"ἀλλ' ἄγε λῆγ' ἔριδος, μηδὲ ξίφος ἕλκεο χειρί: ","ἀλλ' ἄγε λῆγ' ἔριδος, μηδὲ ξίφος ἕλκεο χειρί: ",O
ἀλλ' ἤτοι ἔπεσιν μὲν ὀνείδισον ὡς ἔσεταί περ:,ἀλλ' ἤτοι ἔπεσιν μὲν ὀνείδισον ὡς ἔσεταί περ:,O
"ὧδε γὰρ ἐξερέω, τὸ δὲ καὶ τετελεσμένον ἔσται:","ὧδε γὰρ ἐξερέω, τὸ δὲ καὶ τετελεσμένον ἔσται:",O
καί ποτέ τοι τρὶς τόσσα παρέσσεται ἀγλαὰ δῶρα,καί ποτέ τοι τρὶς τόσσα παρέσσεται ἀγλαὰ δῶρα,O
"ὕβριος εἵνεκα τῆσδε: σὺ δ' ἴσχεο, πείθεο δ' ἡμῖν.","ὕβριος εἵνεκα τῆσδε: σὺ δ' ἴσχεο, πείθεο δ' ἡμῖν.",O
τὴν δ' ἀπαμειβόμενος προσέφη πόδας ὠκὺς Ἀχιλλεύς: ,τὴν δ' ἀπαμειβόμενος προσέφη πόδας ὠκὺς Ἀχιλλεύς: ,O
χρὴ μὲν σφωί̈τερόν γε θεὰ ἔπος εἰρύσσασθαι,χρὴ μὲν σφωί̈τερόν γε θεὰ ἔπος εἰρύσσασθαι,O
καὶ μάλα περ θυμῷ κεχολωμένον: ὧς γὰρ ἄμεινον:,καὶ μάλα περ θυμῷ κεχολωμένον: ὧς γὰρ ἄμεινον:,O
ὅς κε θεοῖς ἐπιπείθηται μάλα τ' ἔκλυον αὐτοῦ.,ὅς κε θεοῖς ἐπιπείθηται μάλα τ' ἔκλυον αὐτοῦ.,O
"ἦ καὶ ἐπ' ἀργυρέῃ κώπῃ σχέθε χεῖρα βαρεῖαν,","ἦ καὶ ἐπ' ἀργυρέῃ κώπῃ σχέθε χεῖρα βαρεῖαν,",O
"ἂψ δ' ἐς κουλεὸν ὦσε μέγα ξίφος, οὐδ' ἀπίθησε ","ἂψ δ' ἐς κουλεὸν ὦσε μέγα ξίφος, οὐδ' ἀπίθησε ",O
μύθῳ Ἀθηναίης: ἣ δ' Οὔλυμπον δὲ βεβήκει,μύθῳ Ἀθηναίης: ἣ δ' Οὔλυμπον δὲ βεβήκει,O
δώματ' ἐς αἰγιόχοιο Διὸς μετὰ δαίμονας ἄλλους.,δώματ' ἐς αἰγιόχοιο Διὸς μετὰ δαίμονας ἄλλους.,O
Πηλεί̈δης δ' ἐξαῦτις ἀταρτηροῖς ἐπέεσσιν,Πηλεί̈δης δ' ἐξαῦτις ἀταρτηροῖς ἐπέεσσιν,O
"Ἀτρεί̈δην προσέειπε, καὶ οὔ πω λῆγε χόλοιο:","Ἀτρεί̈δην προσέειπε, καὶ οὔ πω λῆγε χόλοιο:",O
"οἰνοβαρές, κυνὸς ὄμματ' ἔχων, κραδίην δ' ἐλάφοιο, ","οἰνοβαρές, κυνὸς ὄμματ' ἔχων, κραδίην δ' ἐλάφοιο, ",O
οὔτέ ποτ' ἐς πόλεμον ἅμα λαῷ θωρηχθῆναι,οὔτέ ποτ' ἐς πόλεμον ἅμα λαῷ θωρηχθῆναι,O
οὔτε λόχον δ' ἰέναι σὺν ἀριστήεσσιν Ἀχαιῶν,οὔτε λόχον δ' ἰέναι σὺν ἀριστήεσσιν Ἀχαιῶν,O
τέτληκας θυμῷ: τὸ δέ τοι κὴρ εἴδεται εἶναι.,τέτληκας θυμῷ: τὸ δέ τοι κὴρ εἴδεται εἶναι.,O
ἦ πολὺ λώϊόν ἐστι κατὰ στρατὸν εὐρὺν Ἀχαιῶν,ἦ πολὺ λώϊόν ἐστι κατὰ στρατὸν εὐρὺν Ἀχαιῶν,O
δῶρ' ἀποαιρεῖσθαι ὅς τις σέθεν ἀντίον εἴπῃ: ,δῶρ' ἀποαιρεῖσθαι ὅς τις σέθεν ἀντίον εἴπῃ: ,O
δημοβόρος βασιλεὺς ἐπεὶ οὐτιδανοῖσιν ἀνάσσεις:,δημοβόρος βασιλεὺς ἐπεὶ οὐτιδανοῖσιν ἀνάσσεις:,O
ἦ γὰρ ἂν Ἀτρεί̈δη νῦν ὕστατα λωβήσαιο.,ἦ γὰρ ἂν Ἀτρεί̈δη νῦν ὕστατα λωβήσαιο.,O
ἀλλ' ἔκ τοι ἐρέω καὶ ἐπὶ μέγαν ὅρκον ὀμοῦμαι:,ἀλλ' ἔκ τοι ἐρέω καὶ ἐπὶ μέγαν ὅρκον ὀμοῦμαι:,O
"ναὶ μὰ τόδε σκῆπτρον, τὸ μὲν οὔ ποτε φύλλα καὶ ὄζους","ναὶ μὰ τόδε σκῆπτρον, τὸ μὲν οὔ ποτε φύλλα καὶ ὄζους",O
"φύσει, ἐπεὶ δὴ πρῶτα τομὴν ἐν ὄρεσσι λέλοιπεν, ","φύσει, ἐπεὶ δὴ πρῶτα τομὴν ἐν ὄρεσσι λέλοιπεν, ",O
οὐδ' ἀναθηλήσει: περὶ γάρ ῥά ἑ χαλκὸς ἔλεψε,οὐδ' ἀναθηλήσει: περὶ γάρ ῥά ἑ χαλκὸς ἔλεψε,O
φύλλά τε καὶ φλοιόν: νῦν αὖτέ μιν υἷες Ἀχαιῶν,φύλλά τε καὶ φλοιόν: νῦν αὖτέ μιν υἷες Ἀχαιῶν,O
"ἐν παλάμῃς φορέουσι δικασπόλοι, οἵ τε θέμιστας","ἐν παλάμῃς φορέουσι δικασπόλοι, οἵ τε θέμιστας",O
πρὸς Διὸς εἰρύαται: ὃ δέ τοι μέγας ἔσσεται ὅρκος:,πρὸς Διὸς εἰρύαται: ὃ δέ τοι μέγας ἔσσεται ὅρκος:,O
ἦ ποτ' Ἀχιλλῆος ποθὴ ἵξεται υἷας Ἀχαιῶν ,ἦ ποτ' Ἀχιλλῆος ποθὴ ἵξεται υἷας Ἀχαιῶν ,O
σύμπαντας: τότε δ' οὔ τι δυνήσεαι ἀχνύμενός περ,σύμπαντας: τότε δ' οὔ τι δυνήσεαι ἀχνύμενός περ,O
"χραισμεῖν, εὖτ' ἂν πολλοὶ ὑφ' Ἕκτορος ἀνδροφόνοιο","χραισμεῖν, εὖτ' ἂν πολλοὶ ὑφ' Ἕκτορος ἀνδροφόνοιο",O
θνήσκοντες πίπτωσι: σὺ δ' ἔνδοθι θυμὸν ἀμύξεις,θνήσκοντες πίπτωσι: σὺ δ' ἔνδοθι θυμὸν ἀμύξεις,O
χωόμενος ὅ τ' ἄριστον Ἀχαιῶν οὐδὲν ἔτισας.,χωόμενος ὅ τ' ἄριστον Ἀχαιῶν οὐδὲν ἔτισας.,O
"ὣς φάτο Πηλεί̈δης, ποτὶ δὲ σκῆπτρον βάλε γαίῃ ","ὣς φάτο Πηλεί̈δης, ποτὶ δὲ σκῆπτρον βάλε γαίῃ ",O
"χρυσείοις ἥλοισι πεπαρμένον, ἕζετο δ' αὐτός:","χρυσείοις ἥλοισι πεπαρμένον, ἕζετο δ' αὐτός:",O
