linear_b,word_type,part_of_speech,inflection,confidence,reasoning
a-na-mo-ta,5,2,0,0.95,"The word 'a-na-mo-ta' has cognates 'αναρμοστα/αναρμοστον' which are adjectives meaning 'unsuitable/unfitted'. The ending '-ta' suggests a neuter plural form or a feminine singular form. Since the lexicon entry refers to chariots 'not assembled', it is likely an adjective. The ending '-ta' can be associated with thematic adjectives in -o (neuter plural) or -a (feminine singular). Given the cognates, it is classified as an adjective with thematic inflection in -o (neuter plural) because αναρμοστα is neuter plural."
a-na-mo-to,5,2,0,0.85,"The word 'a-na-mo-to' has the cognate 'αναρμοστον'. This suggests that 'a-na-mo-to' is an adjective. The ending '-to' suggests a thematic inflection in -o, similar to adjectives. Therefore, it is classified as a common word (5), adjective (2), and thematic in -o (0)."
a-na-pu-ke,5,0,2,0.9,"The word 'a-na-pu-ke' has the cognate 'αναμπυκες', which means 'without head-bands'. This suggests it's a common noun. The ending '-ke' doesn't directly correspond to any thematic inflection. However, given the cognate and the meaning, it's more likely an athematic noun. The ending -ke is a syllabic representation of a consonant cluster followed by a vowel, which is compatible with athematic declensions."
a-na-ta,5,2,1,0.9,"The word 'a-na-ta' has cognates 'αντα' and 'αναιτα'. Given the lexicon entry 'not decorated/not decorated', it is likely an adjective. The ending '-ta' suggests a thematic inflection in -a, similar to adjectives and nouns with this ending."
a-na-to,5,2,0,0.9,"The word 'a-na-to' has the cognate 'αναιτον', which means 'not inlaid/decorated'. This suggests that 'a-na-to' is an adjective. The ending '-to' suggests a thematic inflection in -o, similar to adjectives and nouns of the second declension in Ancient Greek."
a-ne-mo,5,0,0,0.95,"The word 'a-ne-mo' has the Greek cognates 'ανεμος', 'ανεμου', 'ανεμων', all related to 'wind'. The Linear B word ends in '-o', which aligns with the nominative singular form of thematic nouns in -o. Therefore, it's a common noun, thematic in -o."
a-ne-mo-i-e-re-ja,2,0,1,0.95,"The word 'a-ne-mo-i-e-re-ja' has the cognates 'ανεμων' (winds) and 'ιερεια' (priestess), and the combined form 'ανεμωνιερεια' (priestess of winds). The lexicon entry confirms this meaning. Since it refers to a priestess associated with winds, it is likely a theonym or a title associated with a deity. The ending '-ja' suggests a thematic noun in -a, similar to 'potnia'."
a-ne-o,0,0,0,0.9,"The word 'a-ne-o' has the cognate 'αινεω', which suggests it is a name. The lexicon entry also indicates it's an anthroponym. The word ends in '-o', indicating a thematic noun in -o."
a-ne-ra-to,5,2,0,0.95,"The word 'a-ne-ra-to' has the cognate 'ανερατος', which means 'not beloved'. This suggests it is an adjective. The ending '-to' corresponds to the thematic -o declension, typical of adjectives and nouns. Therefore, it is classified as a common adjective with thematic inflection in -o."
a-ne-ta,5,2,1,0.9,"The word 'a-ne-ta' has cognates 'ανετα' and 'ανιημι'. 'ανετα' means 'loose, free, relaxed' and 'ανιημι' means 'to set free'. Given the ending '-ta', and the meaning 'not due, of no charge' from the lexicon, it is most likely an adjective in the thematic -a declension. It is a common word."
a-ne-u-te,3,0,2,0.85,"The word 'a-ne-u-te' has cognates ανευθεν, ανευς, ανευτει. The suffix -te is an ablative suffix meaning 'away from a place'. Removing this suffix, we have 'a-ne-u', which could be related to 'ανευς'. The lexicons also suggest that it is a place name. Therefore, it is classified as a toponym. The ending -u suggests an athematic inflection."
a-ni-ja,5,0,1,0.95,"The word 'a-ni-ja' has cognates ανια, ανιαφι, and ηνια, all related to 'reins'. The Linear B word likely represents a noun meaning 'reins'. The ending '-ja' corresponds to the thematic -a declension, making it a thematic noun in -a."
a-ni-ja-pi,5,0,2,0.9,"The word 'a-ni-ja-pi' has cognates ανιαφι and ηνιαφι, which relate to reins. The suffix -pi is instrumental/locative and can be ignored. The word without the suffix is 'a-ni-ja', which corresponds to the root of the cognates. The word is a common noun. The ending -ja suggests an athematic inflection, as thematic nouns in -a would have a different syllabic structure. The cognates suggest that the word is related to reins, so it is a common noun."
a-ni-ja-to,0,0,2,0.85,"The word 'a-ni-ja-to' has the cognate 'ανιατος' (aniatos). The lexicon entries suggest it's a personal name. 'ανιατος' means incurable, which could be used as a personal name. The ending '-to' doesn't directly correspond to any thematic inflection. However, considering the cognate and the possibility of variations in Linear B, it's more likely an athematic noun used as a personal name. The ancient greek cognate is an adjective, but it can be used as a name."
a-ni-o-ko,0,0,0,0.95,"The word 'a-ni-o-ko' has the Greek cognate 'ηνιοχος' (heniochos), meaning 'chariot-driver'. This indicates that it is an anthroponym (person name) and a noun. The ending '-o' suggests a thematic noun in -o."
a-no,3,3,-1,0.95,"The word 'a-no' has the cognate 'ανευ' (aneu) which means 'without'. This indicates that 'a-no' is an adverb. Since it is an adverb, the inflection is -1."
a-no-me-de,0,0,2,0.95,"The word 'a-no-me-de' has the cognate 'ανδρομεδες', which is a personal name (anthroponym). The suffix '-de' can be ignored. The ancient greek cognate suggests an athematic inflection, as there is no clear thematic vowel. Therefore, it is classified as an anthroponym, a noun, and athematic."
a-no-no,5,2,0,0.9,"The word 'a-no-no' has cognates 'ανονον' and 'ανωνον', which mean 'not rented' or 'not subject to o-na-ta'. This suggests it is an adjective. The ending '-o' suggests a thematic adjective in -o."
a-no-po,5,2,0,0.9,"The word 'a-no-po' has the cognate 'ανωπος', which means 'not perforated' or 'without holes'. This suggests that 'a-no-po' is an adjective. The ending '-o' indicates that it is a thematic adjective in -o."
a-no-we,5,0,2,0.9,"The word 'a-no-we' has cognates ανωfεις and ανωfτος, meaning 'without handles'. The ending '-we' doesn't directly correspond to a thematic inflection. However, the cognates suggest an athematic form. The word refers to a vessel type, making it a common noun. The cognates ανωfεις and ανωfτος are athematic, so I classify 'a-no-we' as athematic as well."
a-no-wo-to,5,2,0,0.95,"The word 'a-no-wo-to' has the cognate 'ανωfτος', meaning 'without handles'. This suggests it's an adjective describing something lacking handles. The ending '-to' aligns with the thematic -o declension pattern for adjectives."
a-nu-ko,0,0,2,0.9,"The word 'a-nu-ko' has the Greek cognate 'ανυκος'. The lexicon 'personal name' confirms that it is an anthroponym. The ending '-ko' suggests an athematic inflection, as thematic nouns typically end in '-o' or '-a'. The cognate ανυκος is an athematic noun."
a-nu-to,0,0,0,0.95,"The word 'a-nu-to' has the Greek cognate 'ανυτος', which is a personal name. The lexicon also indicates it's an anthroponym. The ending '-to' suggests a thematic noun in -o."
a-nu-to-jo,0,0,0,0.9,"The word 'a-nu-to-jo' has the cognate 'ανυτοιο'. This suggests it is a genitive form of a name, likely an anthroponym. The ending '-ojo' corresponds to the thematic genitive singular ending in -o, indicating a thematic noun in -o."
a-pa-je-u,0,0,2,0.9,"The word 'a-pa-je-u' has the Greek cognate 'αρπαγευς' (harpageus), which means 'snatcher' or 'plunderer'. This suggests it is an anthroponym (person name). The ending '-u' corresponds to the athematic declension, as seen in other examples like 'a-ke-re-u' (agreus) and 'ka-ke-u' (khalkeus)."
a-pa-re-u,0,0,2,0.95,"The word 'a-pa-re-u' has the Greek cognate 'αφαρευς', which is a personal name (anthroponym). The Linear B word likely represents a similar anthroponym. The ending '-u' suggests an athematic inflection, consistent with the Greek cognate's ending '-ευς'."
a-pa-re-u-pi,3,0,2,0.9,"The word 'a-pa-re-u-pi' has the cognate 'αφαρευς'. The suffix '-pi' is locative and should be ignored. The remaining word 'a-pa-re-u' corresponds to 'αφαρευς', which is a toponym (place name). The ending '-u' suggests an athematic inflection."
a-pa-sa-ki-jo,0,0,0,0.9,"The word 'a-pa-sa-ki-jo' has the Greek cognate 'αψαγιος'. The lexicon entries suggest it's a personal name (anthroponym). The ending '-jo' suggests a thematic noun in -o, likely a genitive form."
a-pa-ta,3,0,1,0.9,"The word 'a-pa-ta' has the Greek cognate 'ασπαρτα'. The lexicon entry 'not sown/cultivated?' suggests a connection to land. Therefore, it is classified as a toponym (place name). The ending '-a' suggests that it is a thematic noun in -a."
a-pa-ta-wa,3,0,1,0.95,"The word 'a-pa-ta-wa' has cognates 'απταρfα|απτερα'. The lexicon entries and cognates suggest it's a toponym (place name), specifically Aptara. The ending '-wa' corresponds to the thematic inflection in -a, as seen in the declension table."
a-pa-ta-wa-ja,4,0,1,0.95,"The word 'a-pa-ta-wa-ja' has cognates 'απταρfαια' and 'απταρfαιος', and the lexicon entry indicates it's an ethnic name of 'Aptarfa'. The ending '-ja' suggests a thematic noun in -a, likely a feminine form referring to a member of the ethnic group. Therefore, it's classified as an ethnonym (word_type = 4), a noun (part_of_speech = 0), and with thematic inflection in -a (inflection = 1)."
a-pa-ta-wa-jo,4,0,0,0.95,"The word 'a-pa-ta-wa-jo' has the Greek cognate 'απταρfαιος', which is an ethnic name. The lexicon entry confirms this. The Linear B word ends in '-jo', corresponding to the thematic -o declension, making it a thematic noun in -o."
a-pe-a-sa,5,2,1,0.9,"The word 'a-pe-a-sa' has cognates 'απεασα', 'απειμι', and 'απεοντες'. 'απεασα' is an adjective form, and 'απεοντες' is a participle form meaning 'being absent'. Given the -sa ending, it is likely a participle used as an adjective, specifically a feminine nominative singular or neuter plural form. Therefore, it's classified as an adjective (part_of_speech = 2) with thematic inflection in -a (inflection = 1)."
a-pe-do-ke,5,1,-1,0.95,"The word 'a-pe-do-ke' has the cognate 'απεδωκε' which is a verb in the 3rd person singular past tense. The Linear B word ends in '-ke', which corresponds to the 3rd person singular ending for verbs. Therefore, it is classified as a common word (5), a verb (1), and inflection is not applicable (-1) for verbs."
a-pe-e-ke,5,1,-1,0.95,"The word 'a-pe-e-ke' has the cognates 'απεηκε' and 'αφιημι'. 'απεηκε' is a form of the verb 'αφιημι' (aphiemi), meaning 'to let go, send away, release'. The Linear B word likely represents a verbal form. The ending '-ke' is consistent with a past tense form. Therefore, it is classified as a common word (5), a verb (1), and inflection is not applicable (-1) for verbs."
a-pe-o,5,1,-1,0.9,"The word 'a-pe-o' has the cognate 'απειμων'. According to Duhoux and Chadwick & Ventris, it is a verb meaning 'being absent'. Since it's a verb, the inflection is -1."
a-pe-o-te,5,2,0,0.95,"The word 'a-pe-o-te' has cognates 'αποντες', 'απεοντες', and 'απειμι'. 'αποντες' and 'απεοντες' are participles of the verb 'απειμι' (to be away, absent). Since participles are classified as adjectives, the part of speech is 2. The ending '-o-te' suggests a thematic adjective in -o, similar to the nominative plural form of thematic nouns/adjectives. Therefore, the inflection is 0."
a-pe-ri-ta-wo,0,0,0,0.95,"The word 'a-pe-ri-ta-wo' has the cognate 'απελιταfων'. The lexicon entries suggest it's a personal name (anthroponym). The ending '-wo' suggests a thematic noun in -o. The cognate suggests a genitive plural form, but the Linear B word ends in -wo, which is consistent with a thematic -o declension. Therefore, it's classified as an anthroponym, a noun, and thematic in -o."
a-pe-ti-rya,5,0,1,0.9,The word 'a-pe-ti-rya' has Greek cognates 'αφετριαι' and 'αφετρια'. These words relate to a starting point or boundary. The ending '-rya' suggests a thematic noun in -a. The lexicon entry 'item found together with a 'torpeza'' further supports its classification as a common noun.
a-phu,3,0,2,0.85,"The word 'a-phu' is identified as a toponym (place name) based on the lexicon entry 'place name (απύ= steep)'. The cognates αφυ, αφυfει, αφυνδε suggest a possible athematic inflection. The Linear B word ends in -u, which is not a typical thematic ending. Therefore, it is classified as an athematic noun."
a-phu-de,3,0,2,0.9,"The word 'a-phu-de' has the cognate 'αφυνδε', which is identified as a place name (toponym) in the lexicon. The suffix '-de' is an allative/demonstrative suffix, so we consider 'a-phu' for inflection. The cognate suggests an athematic inflection, and the Linear B word ends in -de, which can be ignored. The root 'a-phu' likely corresponds to the root of the Greek word, and the word is a toponym. The athematic inflection is chosen because the cognate is likely an athematic noun, and the -de suffix is ignored."
