Latinized Greek	 Greek
748,Θeqaios	748,Θηβαιος
749,Θeqaiou	749,Θηβαιου
750,Θeqeas	750,Θηβεας
751,Θeqe	751,Θηβη
752,Θeses	752,Θησες
753,Θesseus	753,Θησσευς
754,Θisqe	754,Θισβη
755,Θo	755,Θο
756,Θoa	756,Θοα
757,Θoanta	757,Θοαντα
758,Θoas	758,Θοας
759,Θoe	759,Θοη
760,Θoos	760,Θοος
761,Θoon	761,Θοων
762,Θoona	762,Θοωνα
763,Θootas	763,Θοωτας
764,Θootes	764,Θοωτης
765,Θrasios	765,Θρασιος
766,Θrasumedes	766,Θρασυμηδης
767,Θrasumeros	767,Θρασυμηλος
768,Θreika	768,Θρηικα
769,Θreikas	769,Θρηικας
770,Θreikes	770,Θρηικες
771,Θreikes	771,Θρηικης
772,Θreikia	772,Θρηικια
773,Θreikion	773,Θρηικιον
774,Θreikios	774,Θρηικιος
775,Θreikio	775,Θρηικιω
776,Θrekes	776,Θρηκες
777,Θreke	777,Θρηκη
778,Θreketen	778,Θρηκηθεν
779,Θrekende	779,Θρηκηνδε
780,Θrekos	780,Θρηκος
781,Θrinakia	781,Θρινακια
782,Θrinakios	782,Θρινακιος
783,Θronion	783,Θρονιον
784,Θruoeis	784,Θρυοεις
785,Θruon	785,Θρυον
786,Θuest	786,Θυεστ
787,Θuestes	787,Θυεστης
788,Θuestiades	788,Θυεστιαδης
789,Θumqre	789,Θυμβρη
790,Θumoites	790,Θυμοιτης
791,Θon	791,Θων
792,Ιaira	792,Ιαιρα
793,Ιarmenos	793,Ιαλμενος
794,Ιanassa	794,Ιανασσα
795,Ιaneira	795,Ιανειρα
796,Ιaones	796,Ιαονες
797,Ιa*etos	797,Ιαπετος
798,Ιardanes	798,Ιαρδανης
799,Ιasides	799,Ιασιδης
800,Ιasion	800,Ιασιων
801,Ιao	801,Ιαω
802,Ιaorkos	802,Ιαωλκος
803,Ιdaios	803,Ιδαιος
804,Ιdaiou	804,Ιδαιου
805,Ιdais	805,Ιδαις
806,Ιdaio	806,Ιδαιω
807,Ιdaion	807,Ιδαιων
808,Ιdeo	808,Ιδεω
809,Ιdomeneus	809,Ιδομενευς
810,Ιdomenei	810,Ιδομενηι
811,Ιeruson	811,Ιηλυσον
812,Ιesonidas	812,Ιησονιδας
813,Ιesonides	813,Ιησονιδης
814,Ιeson	814,Ιησων
815,Ιtaimenes	815,Ιθαιμενης
816,Ιtake	816,Ιθακη
817,Ιtakende	817,Ιθακηνδε
818,Ιtakesios	818,Ιθακησιος
819,Ιtakos	819,Ιθακος
820,Ιtome	820,Ιθωμη
821,Ιkarioio	821,Ικαριοιο
822,Ιkarios	822,Ικαριος
823,Ιketaona	823,Ικεταονα
824,Ιketaonides	824,Ικεταονιδης
825,Ιketaon	825,Ικεταων
826,Ιkmarios	826,Ικμαλιος
827,Ιrioten	827,Ιλιοθεν
828,Ιrioti	828,Ιλιοθι
829,Ιriou	829,Ιλιου
830,Ιriopi	830,Ιλιοφι
831,Ιrio	831,Ιλιω
832,Ιros	832,Ιλος
833,Ιmqrasides	833,Ιμβρασιδης
834,Ιmqrios	834,Ιμβριος
835,Ιno	835,Ινω
836,Ιksionia	836,Ιξιονια
837,Ι**asides	837,Ιππασιδης
838,Ι**asous	838,Ιππασους
839,Ι**odamas	839,Ιπποδαμας
840,Ι**odameia	840,Ιπποδαμεια
841,Ι**odamos	841,Ιπποδαμος
842,Ι**otoos	842,Ιπποθοος
843,Ι**okoon	843,Ιπποκοων
844,Ι**orokoio	844,Ιππολοχοιο
845,Ι**orokos	845,Ιππολοχος
846,Ι**omakos	846,Ιππομαχος
847,Ι**onoos	847,Ιππονοος
848,Ι**otades	848,Ιπποταδης
849,Ι**otion	849,Ιπποτιων
850,Ιrin	850,Ιριν
851,Ιron	851,Ιρον
852,Ιros	852,Ιρος
853,Ιrou	853,Ιρου
854,Ιro	854,Ιρω
855,Ιros	855,Ιρως
856,Ιsandron	856,Ισανδρον
857,Ιsandros	857,Ισανδρος
858,Ιsmaros	858,Ισμαρος
859,Ιsmaro	859,Ισμαρω
860,Ιson	860,Ισον
861,Ιstiaia	861,Ιστιαια
862,Ιturos	862,Ιτυλος
863,Ιtumone	863,Ιτυμονη
864,Ιtona	864,Ιτωνα
865,Ιpea	865,Ιφεα
866,Ιptime	866,Ιφθιμη
867,Ιpianassa	867,Ιφιανασσα
868,Ιpidamas	868,Ιφιδαμας
869,Ιpikreios	869,Ιφικλειος
870,Ιpikreeie	870,Ιφικληειη
871,Ιpikrois	871,Ιφικλοις
872,Ιpikros	872,Ιφικλος
873,Ιpimedeia	873,Ιφιμεδεια
874,Ιpinoos	874,Ιφινοος
875,Ιpis	875,Ιφις
876,Ιpitides	876,Ιφιτιδης
877,Ιpition	877,Ιφιτιων
878,Ιpitos	878,Ιφιτος
879,Ιoke	879,Ιωκη
880,Κaqesoten	880,Καβησοθεν
881,Κadmeioisi	881,Καδμειοισι
882,Κadmeioisin	882,Καδμειοισιν
883,Κadmeion	883,Καδμειων
884,Κadmeiones	884,Καδμειωνες
885,Κaeira	885,Καειρα
886,Κainea	886,Καινεα
887,Κaineides	887,Καινειδης
888,Κakoirios	888,Κακοιλιος
889,Κaresios	889,Καλησιος
890,Κaretorides	890,Καλητοριδης
891,Κaretor	891,Καλητωρ
892,Κarrianassa	892,Καλλιανασσα
893,Κarrianeira	893,Καλλιανειρα
894,Κarriaros	894,Καλλιαρος
895,Κarrikorone	895,Καλλικολωνη
896,Κarudne	896,Καλυδνη
897,Κarudon	897,Καλυδων
898,Κarudona	898,Καλυδωνα
899,Κaru*to	899,Καλυπτω
900,Κarupsous	900,Καλυψους
901,Κarupso	901,Καλυψω
902,Κarkas	902,Καλχας
903,Κameiros	903,Καμειρος
904,Κa*aneiades	904,Καπανηιαδης
905,Κa*aneion	905,Καπανηιον
906,Κa*aneios	906,Καπανηιος
907,Κa*us	907,Καπυς
908,Κardamure	908,Καρδαμυλη
909,Κaresos	909,Καρησος
910,Κarustos	910,Καρυστος
911,Κasos	911,Κασος
912,Κassandre	912,Κασσανδρη
913,Κassandres	913,Κασσανδρης
914,Κastianeira	914,Καστιανειρα
915,Κastora	915,Καστορα
916,Κastor	916,Καστωρ
917,Κaukones	917,Καυκωνες
918,Κaustriou	918,Καυστριου
919,Κeades	919,Κεαδης
920,Κeqriones	920,Κεβριονης
921,Κerado	921,Κελαδω
922,Κentauroisi	922,Κενταυροισι
923,Κentauros	923,Κενταυρος
924,Κentauron	924,Κενταυρων
925,Κeparren	925,Κεφαλλην
926,Κeparrens	926,Κεφαλληνς
927,Κer	927,Κηρ
928,Κerinton	928,Κηρινθον
929,Κeteios	929,Κητειος
930,Κepisis	930,Κηφισις
931,Κepisos	931,Κηφισος
932,Κikones	932,Κικονες
933,Κikonon	933,Κικονων
934,Κirikess	934,Κιλικεσσ
935,Κirikon	935,Κιλικων
936,Κirra	936,Κιλλα
937,Κinuras	937,Κινυρας
938,Κirke	938,Κιρκη
939,Κisse	939,Κισση
940,Κisseis	940,Κισσηις
941,Κreitos	941,Κλειτος
942,Κreoqouros	942,Κλεοβουλος
943,Κreo*atre	943,Κλεοπατρη
944,Κreonai	944,Κλεωναι
945,Κronios	945,Κλονιος
946,Κrumena	946,Κλυμενα
947,Κrumene	947,Κλυμενη
948,Κrumenoio	948,Κλυμενοιο
949,Κrutaimnestre	949,Κλυταιμνηστρη
950,Κrutaimnestres	950,Κλυταιμνηστρης
951,Κrutides	951,Κλυτιδης
952,Κrutios	952,Κλυτιος
953,Κrutomedes	953,Κλυτομηδης
954,Κrutones	954,Κλυτονης
955,Κnosos	955,Κνωσος
956,Κoiranos	956,Κοιρανος
957,Κoraks	957,Κοραξ
958,Κorintoti	958,Κορινθοθι
959,Κorintos	959,Κορινθος
960,Κoroneia	960,Κορωνεια
961,Κoronos	961,Κορωνος
962,Κoures	962,Κουρης
963,Κouretes	963,Κουρητες
964,Κouretessi	964,Κουρητεσσι
965,Κoon	965,Κοων
966,Κoos	966,Κοως
967,Κra*atos	967,Κραπαθος
968,Κratas	968,Κρατας
969,Κreiontiades	969,Κρειοντιαδης
970,Κreion	970,Κρειων
971,Κretei	971,Κρηθηι
972,Κretes	972,Κρηθης
973,Κreton	973,Κρηθων
974,Κretona	974,Κρηθωνα
975,Κres	975,Κρης
976,Κretaes	976,Κρηταες
977,Κretaon	977,Κρηταων
978,Κrete	978,Κρητη
979,Κreteten	979,Κρητηθεν
980,Κretende	980,Κρητηνδε
981,Κrets	981,Κρητς
982,Κrisan	982,Κρισαν
983,Κroismos	983,Κροισμος
984,Κrokurei	984,Κροκυλει
985,Κronides	985,Κρονιδης
986,Κronion	986,Κρονιων
987,Κronos	987,Κρονος
988,Κromna	988,Κρωμνα
989,Κteatou	989,Κτεατου
990,Κtesi**os	990,Κτησιππος
991,Κtimene	991,Κτιμενη
992,Κudones	992,Κυδωνες
993,Κutereia	993,Κυθερεια
994,Κuterios	994,Κυθηριος
995,Κuterio	995,Κυθηριω
996,Κuteroten	996,Κυθηροθεν
997,Κuteroisi	997,Κυθηροισι
998,Κuteron	998,Κυθηρων
999,Κukro*es	999,Κυκλωπες
1000,Κukro*essi	1000,Κυκλωπεσσι
1001,Κukro*es	1001,Κυκλωπης
1002,Κukro*os	1002,Κυκλωπος
1003,Κukro*s	1003,Κυκλωπς
1004,Κukrops	1004,Κυκλωψ
1005,Κurren	1005,Κυλλην
1006,Κurrenes	1006,Κυλληνης
1007,Κurrenios	1007,Κυλληνιος
1008,Κurro*odion	1008,Κυλλοποδιων
1009,Κumodoke	1009,Κυμοδοκη
1010,Κumotoa	1010,Κυμοθοα
1011,Κunon	1011,Κυνον
1012,Κu*arisseeis	1012,Κυπαρισσηεις
1013,Κu*arissos	1013,Κυπαρισσος
1014,Κu*ris	1014,Κυπρις
1015,Κu*ros	1015,Κυπρος
1016,Κutoros	1016,Κυτωρος
1017,Κupos	1017,Κυφος
1018,Κokutos	1018,Κωκυτος
1019,Κon	1019,Κων
1020,Κo*e	1020,Κωπη
1021,Λaas	1021,Λαας
1022,Λaerkes	1022,Λαερκης
1023,Λaertas	1023,Λαερτας
1024,Λaertes	1024,Λαερτης
1025,Λaertiades	1025,Λαερτιαδης
1026,Λaistrukonie	1026,Λαιστρυγονιη
1027,Λaistrukon	1027,Λαιστρυγων
1028,Λakedaimonis	1028,Λακεδαιμονις
1029,Λakedaimon	1029,Λακεδαιμων
1030,Λamos	1030,Λαμος
1031,Λam*e	1031,Λαμπε
1032,Λam*etia	1032,Λαμπετια
1033,Λam*etides	1033,Λαμπετιδης
1034,Λam*etie	1034,Λαμπετιη
1035,Λam*on	1035,Λαμπον
1036,Λam*os	1036,Λαμπος
1037,Λam*o	1037,Λαμπω
1038,Λaokonos	1038,Λαογονος
1039,Λaodamas	1039,Λαοδαμας
1040,Λaodameia	1040,Λαοδαμεια
1041,Λaodamos	1041,Λαοδαμος
1042,Λaodike	1042,Λαοδικη
1043,Λaodoko	1043,Λαοδοκω
1044,Λaotoe	1044,Λαοθοη
1045,Λaomedontiades	1045,Λαομεδοντιαδης
1046,Λaomedon	1046,Λαομεδων
1047,Λa*itai	1047,Λαπιθαι
1048,Λa*itas	1048,Λαπιθας
1049,Λa*itaon	1049,Λαπιθαων
1050,Λarisa	1050,Λαρισα
1051,Λarise	1051,Λαριση
1052,Λeiodes	1052,Λειωδης
1053,Λeiokritos	1053,Λειωκριτος
1054,Λektos	1054,Λεκτος
1055,Λerekes	1055,Λελεγες
1056,Λerekesnes	1056,Λελεγεσνες
1057,Λeonteus	1057,Λεοντευς
1058,Λesqidas	1058,Λεσβιδας
1059,Λesqoten	1059,Λεσβοθεν
1060,Λesqos	1060,Λεσβος
1061,Λeukas	1061,Λευκας
1062,Λeukotee	1062,Λευκοθεη
1063,Λeukon	1063,Λευκον
1064,Λede	1064,Ληδη
1065,Λetoio	1065,Ληθοιο
1066,Λeitos	1066,Ληιτος
1067,Λemnoio	1067,Λημνοιο
1068,Λemnu	1068,Λημνυ
1069,Λemno	1069,Λημνω
1070,Λeto	1070,Λητω
1071,Λikumnios	1071,Λικυμνιος
1072,Λiraia	1072,Λιλαια
1073,Λimnoreia	1073,Λιμνωρεια
1074,Λindos	1074,Λινδος
1075,Λukastos	1075,Λυκαστος
1076,Λukaon	1076,Λυκαων
1077,Λukekenei	1077,Λυκηγενει
1078,Λukia	1078,Λυκια
1079,Λukies	1079,Λυκιες
1080,Λukieten	1080,Λυκιηθεν
1081,Λukioi	1081,Λυκιοι
1082,Λukioisi	1082,Λυκιοισι
1083,Λukioisin	1083,Λυκιοισιν
1084,Λukios	1084,Λυκιος
1085,Λukious	1085,Λυκιους
1086,Λukis	1086,Λυκις
1087,Λukion	1087,Λυκιων
1088,Λukomedes	1088,Λυκομηδης
1089,Λukoorkos	1089,Λυκοοργος
1090,Λukourkes	1090,Λυκουργης
1091,Λukopontes	1091,Λυκοφοντης
1092,Λukopron	1092,Λυκοφρων
1093,Λuktos	1093,Λυκτος
1094,Λukon	1094,Λυκων
1095,Λurnessos	1095,Λυρνησσος
1096,Λusandros	1096,Λυσανδρος
1097,Λotopakoisin	1097,Λωτοφαγοισιν
1098,Λotopakos	1098,Λωτοφαγος
1099,Μakneton	1099,Μαγνητων
1100,Μaiados	1100,Μαιαδος
1101,Μaiandrou	1101,Μαιανδρου
1102,Μaimarides	1102,Μαιμαλιδης
1103,Μaion	1103,Μαιον
1104,Μaira	1104,Μαιρα
1105,Μakaros	1105,Μακαρος
1106,Μareia	1106,Μαλεια
1107,Μareiaon	1107,Μαλειαων
1108,Μareios	1108,Μαλειος
1109,Μareion	1109,Μαλειων
1110,Μantinea	1110,Μαντινεα
1111,Μantios	1111,Μαντιος
1112,Μaris	1112,Μαρις
1113,Μar*esse	1113,Μαρπησση
1114,Μaseta	1114,Μασητα
1115,Μastorides	1115,Μαστοριδης
1116,Μastor	1116,Μαστωρ
1117,Μakaes	1117,Μαχαες
1118,Μakaon	1118,Μαχαον
1119,Μakaos	1119,Μαχαος
1120,Μakao	1120,Μαχαω
1121,Μakaon	1121,Μαχαων
1122,Μekades	1122,Μεγαδης
1123,Μeka*entes	1123,Μεγαπενθης
1124,Μekara	1124,Μεγαρα
1125,Μekes	1125,Μεγης
1126,Μedeona	1126,Μεδεωνα
1127,Μedonta	1127,Μεδοντα
1128,Μedo	1128,Μεδω
1129,Μedon	1129,Μεδων
1130,Μeraneus	1130,Μελανευς
1131,Μeranteus	1131,Μελανθευς
1132,Μerantios	1132,Μελανθιος
1133,Μeranto	1133,Μελανθω
1134,Μerani**os	1134,Μελανιππος
1135,Μeras	1135,Μελας
1136,Μereakros	1136,Μελεαγρος
1137,Μeriqoia	1137,Μελιβοια
1138,Μerite	1138,Μελιτη
1139,Μeneraas	1139,Μενελαας
1140,Μeneraeu	1140,Μενελαηυ
1141,Μeneraos	1141,Μενελαος
1142,Μeneraou	1142,Μενελαου
1143,Μenerao	1143,Μενελαω
1144,Μeneraos	1144,Μενελαως
1145,Μenesteus	1145,Μενεσθευς
1146,Μenestea	1146,Μενεσθηα
1147,Μenesten	1147,Μενεσθην
1148,Μenestion	1148,Μενεσθιον
1149,Μenestios	1149,Μενεσθιος
1150,Μenoitiades	1150,Μενοιτιαδης
1151,Μenoitios	1151,Μενοιτιος
1152,Μenoitiou	1152,Μενοιτιου
1153,Μenoitis	1153,Μενοιτις
1154,Μentes	1154,Μεντης
1155,Μentor	1155,Μεντορ
1156,Μentors	1156,Μεντορς
1157,Μentor	1157,Μεντωρ
1158,Μenon	1158,Μενων
1159,Μermerides	1159,Μερμεριδης
1160,Μermeros	1160,Μερμερος
1161,Μero*	1161,Μερωπ
1162,Μesaurios	1162,Μεσαυλιος
1163,Μestren	1163,Μεσθλην
1164,Μestres	1164,Μεσθλης
1165,Μesos	1165,Μεσος
1166,Μesseis	1166,Μεσσηις
1167,Μessene	1167,Μεσσηνη
1168,Μedesikastes	1168,Μηδεσικαστης
1169,Μetone	1169,Μηθωνη
1170,Μekistes	1170,Μηκιστες
1171,Μekisteus	1171,Μηκιστευς
1172,Μekiste	1172,Μηκιστη
1173,Μekisteiades	1173,Μηκιστηιαδης
1174,Μekistes	1174,Μηκιστης
1175,Μeones	1175,Μηονες
1176,Μeonia	1176,Μηονια
1177,Μeonis	1177,Μηονις
1178,Μeriones	1178,Μηριονης
1179,Μestora	1179,Μηστορα
1180,Μeon	1180,Μηων
1181,Μideia	1181,Μιδεια
1182,Μiretos	1182,Μιλητος
1183,Μinueios	1183,Μινυειος
1184,Μinueios	1184,Μινυηιος
1185,Μinon	1185,Μινων
1186,Μinos	1186,Μινως
1187,Μneson	1187,Μνησον
1188,Μorionos	1188,Μολιονος
1189,Μorion	1189,Μολιων
1190,Μorou	1190,Μολου
1191,Μoro	1191,Μολω
1192,Μorus	1192,Μορυς
1193,Μourios	1193,Μουλιος
1194,Μousaes	1194,Μουσαες
1195,Μukdonos	1195,Μυγδονος
1196,Μudon	1196,Μυδων
1197,Μudona	1197,Μυδωνα
1198,Μukare	1198,Μυκαλη
1199,Μukaressos	1199,Μυκαλησσος
1200,Μukenai	1200,Μυκηναι
1201,Μukenaion	1201,Μυκηναιων
1202,Μukene	1202,Μυκηνη
1203,Μukeneten	1203,Μυκηνηθεν
1204,Μunes	1204,Μυνης
1205,Μunet	1205,Μυνητ
1206,Μurine	1206,Μυρινη
1207,Μurmidones	1207,Μυρμιδονες
1208,Μursinos	1208,Μυρσινος
1209,Μusoi	1209,Μυσοι
1210,Νastes	1210,Ναστης
1211,Νauqorides	1211,Ναυβολιδης
1212,Νausitoos	1212,Ναυσιθοος
1213,Νausitoou	1213,Ναυσιθοου
1214,Νausikaa	1214,Ναυσικαα
1215,Νauteus	1215,Ναυτευς
1216,Νeairos	1216,Νεαιρος
1217,Νeios	1217,Νειος
1218,Νeo*toremos	1218,Νεοπτολεμος
1219,Νestor	1219,Νεστορ
1220,Νestora	1220,Νεστορα
1221,Νestorees	1221,Νεστορεες
1222,Νestoree	1222,Νεστορεη
1223,Νestori	1223,Νεστορι
1224,Νestoride	1224,Νεστοριδη
1225,Νestorides	1225,Νεστοριδης
1226,Νestor	1226,Νεστωρ
1227,Νereidao	1227,Νηλειδαο
1228,Νereus	1228,Νηλευς
1229,Νereiadao	1229,Νηληιαδαο
1230,Νereiade	1230,Νηληιαδη
1231,Νereiades	1231,Νηληιαδης
1232,Νereiai	1232,Νηληιαι
1233,Νereion	1233,Νηληιον
1234,Νereios	1234,Νηληιος
1235,Νereios	1235,Νηληιως
1236,Νemertes	1236,Νημερτης
1237,Νereides	1237,Νηρηιδες
1238,Νereis	1238,Νηρηις
1239,Νerikos	1239,Νηρικος
1240,Νeritos	1240,Νηριτος
1241,Νesaia	1241,Νησαια
1242,Νioqe	1242,Νιοβη
1243,Νireus	1243,Νιρευς
1244,Νisan	1244,Νισαν
1245,Νisos	1245,Νισος
1246,Νisuros	1246,Νισυρος
1247,Νoemona	1247,Νοημονα
1248,Νoemon	1248,Νοημων
1249,Νomion	1249,Νομιων
1250,Νotos	1250,Νοτος
1251,Νuseion	1251,Νυσηιον
1252,Ξante	1252,Ξανθε
1253,Ξantos	1253,Ξανθος
1254,Ξanto	1254,Ξανθω
1255,Οkkestos	1255,Ογχηστος
1256,Οdios	1256,Οδιος
1257,Οdusei	1257,Οδυσει
1258,Οduse	1258,Οδυση
1259,Οdusei	1259,Οδυσηι
1260,Οduseios	1260,Οδυσηιος
1261,Οdusseos	1261,Οδυσσεος
1262,Οdusseus	1262,Οδυσσευς
1263,Οdussei	1263,Οδυσσηι
1264,Οdussseus	1264,Οδυσσσευς
1265,Οtruoneus	1265,Οθρυονευς
1266,Οtruone	1266,Οθρυονη
1267,Οidi*odes	1267,Οιδιποδης
1268,Οikreia	1268,Οικλεια
1269,Οikreus	1269,Οικλευς
1270,Οireus	1270,Οιλευς
1271,Οirei	1271,Οιληι
1272,Οiriadas	1272,Οιλιαδας
1273,Οiriades	1273,Οιλιαδης
1274,Οineidas	1274,Οινειδας
1275,Οineides	1275,Οινειδης
1276,Οineus	1276,Οινευς
1277,Οines	1277,Οινης
1278,Οinomaos	1278,Οινομαος
1279,Οino*iden	1279,Οινοπιδην
1280,Οino*os	1280,Οινοπος
1281,Οituron	1281,Οιτυλον
1282,Οikaria	1282,Οιχαλια
1283,Οikariaten	1283,Οιχαλιαθεν
1284,Οikariei	1284,Οιχαλιηι
1285,Οikarieos	1285,Οιχαλιηος
1286,Οikaries	1286,Οιχαλιης
1287,Οroossona	1287,Ολοοσσονα
1288,Οrum*ias	1288,Ολυμπιας
1289,Οrum*ios	1289,Ολυμπιος
1290,Οrum*iou	1290,Ολυμπιου
1291,Οrum*os	1291,Ολυμπος
1292,Οrum*ou	1292,Ολυμπου
1293,Οrum*o	1293,Ολυμπω
1294,Οnetorides	1294,Ονητοριδης
1295,Οnetor	1295,Ονητωρ
1296,Ο*ites	1296,Οπιτης
1297,Ο*oeis	1297,Οποεις
1298,Ο*oenta	1298,Οποεντα
1299,Οresqios	1299,Ορεσβιος
1300,Οrestes	1300,Ορεστης
1301,Οrtaion	1301,Ορθαιον
1302,Οrten	1302,Ορθην
1303,Οrmenides	1303,Ορμενιδης
1304,Οrmenion	1304,Ορμενιον
1305,Οrneias	1305,Ορνειας
1306,Οrsirokos	1306,Ορσιλοχος
1307,Οrtirokos	1307,Ορτιλοχος
1308,Οrtorikos	1308,Ορτολιχος
1309,Οrtukia	1309,Ορτυγια
1310,Οrkomenos	1310,Ορχομενος
1311,Οrkomeno	1311,Ορχομενω
1312,Οsos	1312,Οσος
1313,Οtres	1313,Οτρης
1314,Οtrunteiden	1314,Οτρυντειδην
1315,Οtrunteides	1315,Οτρυντειδης
1316,Οtruntei	1316,Οτρυντηι
1317,Οukarekon	1317,Ουκαλεγων
1318,Οurum*oio	1318,Ουλυμποιο
1319,Οurum*on	1319,Ουλυμπον
1320,Οurum*os	1320,Ουλυμπος
1321,Οurum*ou	1321,Ουλυμπου
1322,Οurum*o	1322,Ουλυμπω
1323,Οuraniones	1323,Ουρανιωνες
1324,Οuranions	1324,Ουρανιωνς
1325,Οuranionon	1325,Ουρανιωνων
1326,Οutis	1326,Ουτις
1327,Οperestes	1327,Οφελεστης
1328,Οpertios	1328,Οφελτιος
1329,Οkesiou	1329,Οχησιου
1330,Πaieonos	1330,Παιηονος
1331,Πaieos	1331,Παιηος
1332,Πaieon	1332,Παιηων
1333,Πaiones	1333,Παιονες
1334,Πaionia	1334,Παιονια
1335,Πaionides	1335,Παιονιδης
1336,Πaions	1336,Παιονς
1337,Πaion	1337,Παιων
1338,Πarrad	1338,Παλλαδ
1339,Πarras	1339,Παλλας
1340,Πarmun	1340,Παλμυν
1341,Πammona	1341,Παμμονα
1342,Πanakaioi	1342,Παναχαιοι
1343,Πanakaios	1343,Παναχαιος
1344,Πanakaioui	1344,Παναχαιουι
1345,Πandarees	1345,Πανδαρεης
1346,Πandaros	1346,Πανδαρος
1347,Πandion	1347,Πανδιων
1348,Πandokos	1348,Πανδοκος
